File,Date,Time,Image quality,Location,DateStart,Classifier,CommentsImages,EventStart,EventEnd,Duration,Species,DirectionTravel,Total,AdultFemale,AdultMale,AdultUnknown,Subadult,YLY,YOY,Folder
M0009001.JPG,05-Aug-09,1:17 PM,Ok,SW-E1,2009-07-20,SF,,,,,Bighorn Sheep,,1,,,,,,,E1
M0009101.JPG,05-Aug-09,1:18 PM,Ok,SW-E1,2009-07-20,SF,,,,,Bighorn Sheep,,1,,,,,,,E1
M0009201.JPG,05-Aug-09,1:18 PM,Ok,SW-E1,2009-07-20,SF,,,,,Bighorn Sheep,,1,,,,,,,E1
M0009301.JPG,05-Aug-09,1:18 PM,Ok,SW-E1,2009-07-20,SF,,,,,Bighorn Sheep,,1,,,,,,,E1
M0009401.JPG,06-Aug-09,11:55 AM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0009501.JPG,06-Aug-09,11:55 AM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0009601.JPG,06-Aug-09,11:57 AM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0009701.JPG,07-Aug-09,12:50 AM,Ok,SW-E1,2009-07-20,SF,,,,,,,,,,,,,,E1
M0009801.JPG,07-Aug-09,10:03 AM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0009901.JPG,07-Aug-09,10:04 AM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0010001.JPG,07-Aug-09,10:04 AM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0010101.JPG,07-Aug-09,10:04 AM,Ok,SW-E1,2009-07-20,SF,,,,,,,,,,,,,,E1
M0010201.JPG,07-Aug-09,10:23 AM,Ok,SW-E1,2009-07-20,SF,,,,,,,,,,,,,,E1
M0010301.JPG,07-Aug-09,10:23 AM,Ok,SW-E1,2009-07-20,SF,,,,,,,,,,,,,,E1
M0010401.JPG,07-Aug-09,3:42 PM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0010501.JPG,07-Aug-09,3:42 PM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0010601.JPG,07-Aug-09,3:42 PM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0010701.JPG,09-Aug-09,9:54 AM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0010801.JPG,09-Aug-09,9:54 AM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0010901.JPG,15-Aug-09,12:21 PM,Ok,SW-E1,2009-07-20,SF,,,,,,,,,,,,,,E1
M0011001.JPG,16-Aug-09,6:03 AM,Ok,SW-E1,2009-07-20,SF,,,,,Grouse,,2,,,,,,,E1
M0011101.JPG,16-Aug-09,6:03 AM,Ok,SW-E1,2009-07-20,SF,,,,,Grouse,,1,,,,,,,E1
M0011201.JPG,16-Aug-09,12:15 PM,Ok,SW-E1,2009-07-20,SF,,,,,,,,,,,,,,E1
M0011301.JPG,16-Aug-09,12:15 PM,Ok,SW-E1,2009-07-20,SF,,,,,,,,,,,,,,E1
M0011401.JPG,16-Aug-09,12:15 PM,Ok,SW-E1,2009-07-20,SF,,,,,,,,,,,,,,E1
M0011501.JPG,24-Aug-09,4:56 PM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0011601.JPG,24-Aug-09,4:56 PM,Ok,SW-E1,2009-07-20,SF,,,,,Marmot,,1,,,,,,,E1
M0011701.JPG,25-Aug-09,9:51 PM,Ok,SW-E1,2009-07-20,SF,Small blurr,,,,Unknown,,1,,,,,,,E1
M0011801.JPG,27-Aug-09,9:04 AM,Ok,SW-E1,2009-07-20,SF,,,,,Bighorn Sheep,,3,,,,,,,E1
M0011901.JPG,29-Aug-09,2:11 AM,Ok,SW-E1,2009-07-20,SF,,,,,,,,,,,,,,E1
M0000101.JPG,27-Jul-09,9:37 AM,Ok,SW-E10,2009-07-27,cj,reconyx 8:37,,,,Marmot,,1,,,,,,,20090727
M0000201.JPG,27-Jul-09,9:37 AM,Ok,SW-E10,2009-07-27,cj,,,,,Marmot,,1,,,,,,,20090727
M0000301.JPG,27-Jul-09,11:28 AM,Ok,SW-E10,2009-07-27,cj,,,,,Chipmunk,,1,,,,,,,20090727
M0000401.JPG,27-Jul-09,11:28 AM,Ok,SW-E10,2009-07-27,cj,,,,,,,,,,,,,,20090727
