CAMERA_DIS,CAMERA,RADIUS,NCELLS,AREA,MIN,MAX,RANGE,MEAN,STD
W01 250,W01,250,1965,196500,0.132156372,4.953903198,4.821746826,1.194291466,0.553758033
W02 250,W02,250,1965,196500,0.051239014,3.012542725,2.961303711,0.818173893,0.425049038
W03 250,W03,250,1963,196300,0.187011719,5.054641724,4.867630005,1.535753752,0.734889734
W04 250,W04,250,1971,197100,0.013412476,3.825515747,3.812103271,0.611917922,0.569091768
W05 250,W05,250,1960,196000,0.381286621,4.063812256,3.682525635,1.375379321,0.443369031
W06 250,W06,250,1963,196300,0.036956787,3.823318481,3.786361694,0.752966944,0.559772969
W07 250,W07,250,1963,196300,0.040985107,5.389816284,5.348831177,0.840222196,0.918974847
W08 250,W08,250,1962,196200,1.092727661,8.457290649,7.364562988,3.86570718,1.35271489
W09 250,W09,250,1970,197000,0.012802124,4.466369629,4.453567505,0.523163539,0.637481585
W10 250,W10,250,1972,197200,0.054580688,9.498840332,9.444259644,3.337493881,1.773474115
W11 250,W11,250,1962,196200,0.019546509,1.605484009,1.5859375,0.542484466,0.268820277
W12 250,W12,250,1968,196800,0.134460449,4.154052734,4.019592285,0.911051006,0.558376231
W13 250,W13,250,1965,196500,0.143005371,2.986541748,2.843536377,1.121269253,0.595613544
W14 250,W14,250,1958,195800,0.01625061,3.190368652,3.174118042,0.546182946,0.512102709
W15 250,W15,250,1964,196400,0.035552979,7.495452881,7.459899902,2.286675276,1.627333564
W16 250,W16,250,402,40200,0.043609619,1.755752563,1.712142944,0.724714327,0.624085663
W17 250,W17,250,1962,196200,0.003555298,2.163635254,2.160079956,0.888145245,0.463458862
W18 250,W18,250,1966,196600,0.148666382,3.501190186,3.352523804,0.960665791,0.467523639
W19 250,W19,250,1966,196600,1.52588E-05,4.223114014,4.223098755,0.663352819,0.855184255
W20 250,W20,250,1967,196700,0.254211426,2.222213745,1.968002319,1.013974553,0.359655529
W21 250,W21,250,1966,196600,0.862640381,3.579574585,2.716934204,1.812997191,0.706401047
W22 250,W22,250,1960,196000,0,2.552261353,2.552261353,0.602375786,0.679882312
W23 250,W23,250,1958,195800,0.014450073,2.821853638,2.807403564,1.007688396,0.511506555
W24 250,W24,250,1963,196300,0.033691406,3.718292236,3.68460083,1.419227371,0.7492463
W25 250,W25,250,1965,196500,0.399581909,2.509094238,2.109512329,1.310194424,0.328989177
W26 250,W26,250,1964,196400,0.585647583,6.94392395,6.358276367,3.176023845,1.182301639
W27 250,W27,250,1964,196400,0.037033081,2.193893433,2.156860352,0.493527694,0.358767635
W28 250,W28,250,1959,195900,0.477355957,19.38078308,18.90342712,4.281437561,3.664820328
W29 250,W29,250,1966,196600,0.291107178,3.630752563,3.339645386,1.093336049,0.392772505
W30 250,W30,250,1961,196100,0.003067017,1.894500732,1.891433716,0.155625152,0.216029442
W31 250,W31,250,1968,196800,0.012924194,10.24995422,10.23703003,3.029338116,2.263613927
W32 250,W32,250,1964,196400,0.085845947,5.087257385,5.001411438,0.994571177,0.907342184
W33 250,W33,250,1970,197000,0.166122437,3.040756226,2.874633789,1.10919978,0.677193764
W34 250,W34,250,1965,196500,0.186904907,7.122558594,6.935653687,2.080226605,1.3435691
W35 250,W35,250,1960,196000,0.378707886,9.241409302,8.862701416,3.908261552,1.692808144
W36 250,W36,250,1963,196300,0.039077759,5.989532471,5.950454712,1.574425533,1.235715014
W37 250,W37,250,1970,197000,0.55229187,3.597488403,3.045196533,1.513232174,0.487428963
W38 250,W38,250,1965,196500,0.045837402,6.420883179,6.375045776,0.965798904,1.262993926
W39 250,W39,250,1964,196400,0.214828491,4.030990601,3.816162109,1.814093883,0.747843118
W40 250,W40,250,1969,196900,0.097106934,3.427642822,3.330535889,1.70269646,0.632231352
W41 250,W41,250,1963,196300,0.07460022,5.651748657,5.577148438,1.202972575,0.528214593
W42 250,W42,250,1959,195900,0.836608887,5.676651001,4.840042114,2.754640089,0.722957631
W43 250,W43,250,1963,196300,0.25428772,3.630004883,3.375717163,1.53201503,0.611311463
W44 250,W44,250,1965,196500,0.060302734,7.339370728,7.279067993,3.465638473,2.154744625
W45 250,W45,250,1964,196400,0.055984497,4.022109985,3.966125488,1.459492491,1.009393437
W46 250,W46,250,1962,196200,0.010452271,8.30065918,8.290206909,2.41690961,2.096069775
W47 250,W47,250,1960,196000,0.031677246,6.47064209,6.438964844,2.378573865,1.559603095
W48 250,W48,250,1971,197100,0.134521484,5.788330078,5.653808594,2.277485383,1.048627979
W49 250,W49,250,1963,196300,0.162063599,4.710922241,4.548858643,2.103169205,0.744671583
W50 250,W50,250,1972,197200,0.187225342,5.486175537,5.298950195,2.404482449,1.507710586
W51 250,W51,250,1969,196900,0.065124512,6.007553101,5.942428589,2.11710417,0.972892471
W52 250,W52,250,1962,196200,0.117431641,22.493927,22.37649536,3.798183188,2.525589735
W53 250,W53,250,1962,196200,0.150772095,4.193878174,4.043106079,1.99897714,0.657903483
W54 250,W54,250,1958,195800,0.44631958,5.015594482,4.569274902,1.574370925,0.502570648
W55 250,W55,250,1963,196300,0.031860352,4.263885498,4.232025146,0.718127289,0.508268832
W56 250,W56,250,1966,196600,0.007675171,5.106933594,5.099258423,1.813104903,1.384232234
W57 250,W57,250,1966,196600,0.325393677,9.295791626,8.970397949,2.070249129,1.494559636
W58 250,W58,250,1962,196200,0.493484497,11.17446899,10.6809845,1.899848044,1.279195803
W59 250,W59,250,1963,196300,0.232452393,16.44943237,16.21697998,2.493043593,1.6967039
W60 250,W60,250,1962,196200,0.080169678,6.967849731,6.887680054,2.384117873,1.292360458
W61 250,W61,250,1966,196600,0.00302124,1.67010498,1.66708374,0.442947776,0.427332561
W62 250,W62,250,1965,196500,0.21270752,4.843856812,4.631149292,2.206297042,0.851563476
W63 250,W63,250,1963,196300,0.322097778,7.507751465,7.185653687,2.439244368,1.423021778
W64 250,W64,250,1965,196500,0.008255005,5.526412964,5.518157959,1.22695394,1.10887414
W65 250,W65,250,1963,196300,0.040924072,6.754562378,6.713638306,2.289134721,1.280658648
W66 250,W66,250,1971,197100,0.038162231,6.294143677,6.255981445,2.248208234,1.876515515
WB_ E1 250,WB_ E1,250,1959,195900,0.000213623,8.34942627,8.349212646,3.294772356,1.971008862
WB_ E10 250,WB_ E10,250,1957,195700,0.045898438,18.98178101,18.93588257,2.914539148,2.487199342
WB_ E2 250,WB_ E2,250,1966,196600,0.100570679,3.65423584,3.553665161,1.054127613,0.575588078
WB_ E3 250,WB_ E3,250,1961,196100,0.011642456,1.949569702,1.937927246,0.429897839,0.484248836
WB_ E4 250,WB_ E4,250,1964,196400,0.120147705,5.086013794,4.965866089,1.676979966,0.860256904
WB_ E5 250,WB_ E5,250,1965,196500,0.012435913,6.954956055,6.942520142,2.095074836,1.366045743
WB_ E6 250,WB_ E6,250,1964,196400,0.132141113,3.398376465,3.266235352,1.493370864,0.716397931
WB_ E7 250,WB_ E7,250,1956,195600,0.182983398,3.264526367,3.081542969,1.016049079,0.480750745
WB_ E8 250,WB_ E8,250,1970,197000,0.188064575,5.742660522,5.554595947,1.58055801,0.954959741
WB_ E9 250,WB_ E9,250,1959,195900,0.073150635,3.95652771,3.883377075,1.327239445,0.571841441
WB_ H1 250,WB_ H1,250,1964,196400,0.091918945,6.878189087,6.786270142,3.680080981,1.539667356
WB_ H10 250,WB_ H10,250,1966,196600,0.291168213,3.761688232,3.47052002,1.577688363,0.469061081
WB_ H2 250,WB_ H2,250,1960,196000,0.630447388,9.640960693,9.010513306,3.800258699,1.485917778
WB_ H3 250,WB_ H3,250,1968,196800,0.108779907,3.29196167,3.183181763,1.272732998,0.679305638
WB_ H4 250,WB_ H4,250,1962,196200,0.070007324,3.079406738,3.009399414,1.211630398,0.597590443
WB_ H5 250,WB_ H5,250,1968,196800,0.000915527,7.034942627,7.0340271,2.97449343,1.4558253
WB_ H6 250,WB_ H6,250,1963,196300,0.151931763,2.735366821,2.583435059,0.793276063,0.391514825
WB_ H7 250,WB_ H7,250,1973,197300,0.20880127,1.642044067,1.433242798,0.984556358,0.255773843
WB_ H8 250,WB_ H8,250,1968,196800,0.000549316,4.292755127,4.292205811,0.948558559,0.769525223
WB_ H9 250,WB_ H9,250,1971,197100,0.293395996,1.704071045,1.410675049,0.809840806,0.201201835
WB_ S1 250,WB_ S1,250,1965,196500,0.314666748,6.909835815,6.595169067,2.558970297,1.373838345
WB_ S10 250,WB_ S10,250,1968,196800,6.10352E-05,4.846694946,4.846633911,1.295958876,1.400498176
WB_ S11 250,WB_ S11,250,1969,196900,0.147521973,4.158676147,4.011154175,1.673307699,0.70482938
WB_ S12 250,WB_ S12,250,1961,196100,0.054534912,2.948425293,2.893890381,1.379514267,0.558710752
WB_ S13 250,WB_ S13,250,1957,195700,0.087097168,3.544647217,3.457550049,0.829061946,0.613682338
WB_ S14 250,WB_ S14,250,1962,196200,0.456130981,7.129669189,6.673538208,3.307990507,1.483137622
WB_ S15 250,WB_ S15,250,1962,196200,0.219497681,8.349868774,8.130371094,3.232197442,1.374763114
WB_ S16 250,WB_ S16,250,1965,196500,0.279632568,7.598892212,7.319259644,1.999486513,1.306927404
WB_ S17 250,WB_ S17,250,1966,196600,0.062240601,4.46383667,4.401596069,1.559137284,0.914531628
WB_ S18 250,WB_ S18,250,1962,196200,0.08039856,4.960327148,4.879928589,2.175672774,1.09793955
WB_ S19 250,WB_ S19,250,1970,197000,0.191345215,6.748535156,6.557189941,2.992465613,1.132829819
WB_ S2 250,WB_ S2,250,1963,196300,0.19631958,6.008880615,5.812561035,2.580609711,1.340319253
WB_ S20 250,WB_ S20,250,1958,195800,0.111251831,3.061248779,2.949996948,1.127951524,0.563052542
WB_ S21 250,WB_ S21,250,1964,196400,0.089767456,1.520019531,1.430252075,0.674215966,0.288722751
WB_ S22 250,WB_ S22,250,1961,196100,0.127838135,2.532608032,2.404769897,1.240221645,0.439871146
WB_ S23 250,WB_ S23,250,1962,196200,0.100311279,1.9765625,1.876251221,1.051164983,0.354900446
WB_ S24 250,WB_ S24,250,1964,196400,0.166809082,6.206314087,6.039505005,1.786721628,1.314840375
WB_ S25 250,WB_ S25,250,1958,195800,0.075927734,2.119537354,2.043609619,0.793790776,0.313636282
WB_ S26 250,WB_ S26,250,1960,196000,0.078201294,5.010375977,4.932174683,0.815404191,0.548006416
WB_ S27 250,WB_ S27,250,1962,196200,0.172225952,1.792907715,1.620681763,0.553848733,0.148398627
WB_ S28 250,WB_ S28,250,1964,196400,0.013061523,2.804672241,2.791610718,0.401910514,0.323422222
WB_ S29 250,WB_ S29,250,1962,196200,0.040786743,3.446212769,3.405426025,1.092390762,0.581675896
WB_ S3 250,WB_ S3,250,1968,196800,0.272201538,3.376922607,3.104721069,1.342881567,0.608410107
WB_ S4 250,WB_ S4,250,1963,196300,0,2.490264893,2.490264893,0.90157027,0.42100805
WB_ S5 250,WB_ S5,250,1960,196000,0.305648804,5.720581055,5.414932251,2.635072202,1.130264988
WB_ S6 250,WB_ S6,250,1959,195900,0.039978027,4.020233154,3.980255127,1.337418093,0.955272152
WB_ S7 250,WB_ S7,250,1967,196700,0.103500366,5.355026245,5.251525879,2.835049511,1.181856076
WB_ S8 250,WB_ S8,250,1955,195500,0.03515625,3.827865601,3.792709351,1.254066643,0.884756653
WB_ S9 250,WB_ S9,250,1963,196300,0.597915649,6.713912964,6.115997314,2.717566974,1.163288265
WB_ W1 250,WB_ W1,250,1968,196800,0.02822876,1.876754761,1.848526001,0.495880949,0.321291293
WB_ W10 250,WB_ W10,250,1965,196500,0.024093628,3.797348022,3.773254395,0.87900205,0.800346541
WB_ W2 250,WB_ W2,250,1965,196500,0.030349731,4.843856812,4.81350708,0.852560254,0.524081639
WB_ W3 250,WB_ W3,250,1963,196300,0.018814087,4.43309021,4.414276123,0.687216449,0.637850682
WB_ W4 250,WB_ W4,250,1965,196500,0.093399048,2.933914185,2.840515137,0.847009145,0.574688375
WB_ W5 250,WB_ W5,250,1970,197000,0.014633179,1.795303345,1.780670166,0.673662757,0.388209679
WB_ W6 250,WB_ W6,250,1967,196700,0.146774292,2.255599976,2.108825684,1.281632835,0.366005385
WB_ W7 250,WB_ W7,250,1964,196400,0.013626099,2.329360962,2.315734863,0.498854115,0.415384999
WB_ W8 250,WB_ W8,250,1961,196100,0.005264282,0.689208984,0.683944702,0.124742904,0.094325354
WB_ W9 250,WB_ W9,250,1958,195800,0.003982544,0.99256897,0.988586426,0.123238007,0.111950321
W01 500,W01,500,7858,785800,0.01260376,4.953903198,4.941299438,1.056365916,0.668601329
W02 500,W02,500,7853,785300,0.021911621,5.389358521,5.367446899,0.921160456,0.459712957
W03 500,W03,500,7853,785300,0.014282227,5.146728516,5.132446289,1.701387315,1.043928978
W04 500,W04,500,7863,786300,0.013412476,5.174621582,5.161209106,0.81381042,0.614003835
W05 500,W05,500,7864,786400,0.000228882,5.145401001,5.145172119,1.288519488,0.760499714
W06 500,W06,500,7850,785000,0.015823364,5.411453247,5.395629883,0.631411784,0.549775427
W07 500,W07,500,7849,784900,0.02432251,6.306121826,6.281799316,1.064801058,1.076834924
W08 500,W08,500,7857,785700,0.611236572,8.457290649,7.846054077,4.181213711,1.26436057
W09 500,W09,500,7864,786400,0.012802124,4.862625122,4.849822998,0.849855648,0.741365727
W10 500,W10,500,7862,786200,0.045013428,9.498840332,9.453826904,2.503354729,1.563337548
W11 500,W11,500,7861,786100,0.004486084,3.059661865,3.055175781,0.896811817,0.63438377
W12 500,W12,500,7860,786000,0.060943604,6.917953491,6.857009888,1.399352872,0.870329622
W13 500,W13,500,7860,786000,0.028442383,4.324661255,4.296218872,1.065467013,0.644138646
W14 500,W14,500,7860,786000,0.01625061,5.973342896,5.957092285,1.372767018,1.041703819
W15 500,W15,500,7860,786000,0.004501343,9.079452515,9.074951172,2.028834545,1.585282247
W16 500,W16,500,2277,227700,0.008895874,4.511611938,4.502716064,0.911742206,0.660747565
W17 500,W17,500,7861,786100,0.001068115,6.516189575,6.51512146,0.912812665,0.613524171
W18 500,W18,500,7858,785800,0.089767456,3.582366943,3.492599487,1.385848319,0.620804724
W19 500,W19,500,7853,785300,1.52588E-05,5.101852417,5.101837158,0.704871884,0.793673479
W20 500,W20,500,7858,785800,0.031845093,3.284667969,3.252822876,1.122774955,0.574837313
W21 500,W21,500,7856,785600,0.423522949,5.195236206,4.771713257,1.954471085,0.828266618
W22 500,W22,500,7859,785900,0,5.591995239,5.591995239,1.256050501,1.260380506
W23 500,W23,500,7863,786300,0.006774902,2.982269287,2.975494385,0.916727149,0.530618221
W24 500,W24,500,7850,785000,0.033691406,5.67427063,5.640579224,1.926275176,0.83297853
W25 500,W25,500,7858,785800,0.399581909,5.229125977,4.829544067,1.485679329,0.647360062
W26 500,W26,500,7859,785900,0.072799683,8.414916992,8.34211731,2.905580854,1.294804006
W27 500,W27,500,7858,785800,0.029220581,9.236282349,9.207061768,1.116863213,1.127412852
W28 500,W28,500,7857,785700,0.021896362,19.38078308,19.35888672,3.649366787,3.327277818
W29 500,W29,500,7862,786200,0.02645874,8.302352905,8.275894165,1.537035907,1.241481344
W30 500,W30,500,7857,785700,0.003067017,7.356277466,7.353210449,0.520632305,0.804126436
W31 500,W31,500,7855,785500,0.012924194,10.44459534,10.43167114,2.195367838,1.98147053
W32 500,W32,500,7848,784800,0.018051147,5.245903015,5.227851868,1.011570791,0.869180456
W33 500,W33,500,7862,786200,0.029830933,4.752685547,4.722854614,0.97629164,0.666120838
W34 500,W34,500,7859,785900,0.186904907,8.402557373,8.215652466,2.191949507,1.410813069
W35 500,W35,500,7851,785100,0.202926636,14.48652649,14.28359985,4.739801914,1.725415291
W36 500,W36,500,7862,786200,0.018280029,6.889068604,6.870788574,1.730219431,1.291673395
W37 500,W37,500,7863,786300,0.217407227,8.261398315,8.043991089,2.003974112,1.19192521
W38 500,W38,500,7857,785700,0.024917603,7.847518921,7.822601318,0.974238383,1.086582861
W39 500,W39,500,7856,785600,0.214828491,5.76940918,5.554580688,2.451864691,1.157276605
W40 500,W40,500,7861,786100,0,7.57913208,7.57913208,1.951930243,1.51037804
W41 500,W41,500,7860,786000,0.07460022,5.670089722,5.595489502,1.43339073,0.816772014
W42 500,W42,500,7858,785800,0.55645752,6.966278076,6.409820557,2.91298639,0.993335111
W43 500,W43,500,7853,785300,0.182052612,10.92263794,10.74058533,2.179839732,1.347048708
W44 500,W44,500,7856,785600,0.020263672,12.8759613,12.85569763,4.37440023,2.077417948
W45 500,W45,500,7846,784600,0.039703369,6.768081665,6.728378296,2.203201296,1.28644886
W46 500,W46,500,7853,785300,0.010452271,9.980194092,9.969741821,2.473392653,1.982621962
W47 500,W47,500,7859,785900,0.026290894,10.16242981,10.13613892,2.638150506,2.046949028
W48 500,W48,500,7858,785800,0.080001831,5.788330078,5.708328247,2.230065977,1.116967963
W49 500,W49,500,7858,785800,0.062988281,6.583724976,6.520736694,2.14354933,0.98867749
W50 500,W50,500,7859,785900,0.019104004,6.780929565,6.761825562,2.565901405,1.655531117
W51 500,W51,500,7860,786000,0.052627563,6.007553101,5.954925537,1.951290371,1.149380237
W52 500,W52,500,7856,785600,0.068771362,23.38494873,23.31617737,3.948075609,2.423947524
W53 500,W53,500,7849,784900,0.104156494,4.760177612,4.656021118,2.066039919,0.750128079
W54 500,W54,500,7857,785700,0.129943848,5.070755005,4.940811157,1.617580055,0.652769754
W55 500,W55,500,7853,785300,0.031860352,6.154098511,6.122238159,1.368452579,1.205773114
W56 500,W56,500,7859,785900,0.007675171,5.707244873,5.699569702,1.657708505,1.180669328
W57 500,W57,500,7854,785400,0.315292358,10.89903259,10.58374023,3.12548256,1.881704516
W58 500,W58,500,7858,785800,0.051223755,11.17446899,11.12324524,1.68690867,1.029295702
W59 500,W59,500,7856,785600,0.054199219,18.2563324,18.20213318,3.661467721,2.57206676
W60 500,W60,500,7857,785700,0.015365601,15.79576111,15.78039551,2.38996719,1.724997907
W61 500,W61,500,7857,785700,0.00302124,4.910888672,4.907867432,0.628267362,0.504057438
W62 500,W62,500,7857,785700,0.045028687,9.458358765,9.413330078,2.858661142,1.361156881
W63 500,W63,500,7859,785900,0.141937256,7.580078125,7.438140869,2.448753401,1.26926411
W64 500,W64,500,7861,786100,0.008255005,7.060745239,7.052490234,1.313356924,0.988451162
W65 500,W65,500,7858,785800,0.026641846,6.754562378,6.727920532,2.081764367,1.024948177
W66 500,W66,500,7860,786000,0.012619019,8.307113647,8.294494629,2.2327787,1.789516205
WB_ E1 500,WB_ E1,500,7860,786000,0.000213623,12.003479,12.00326538,3.679775224,1.916366576
WB_ E10 500,WB_ E10,500,7859,785900,0.000518799,19.14263916,19.14212036,3.531465605,2.670475496
WB_ E2 500,WB_ E2,500,7850,785000,0.036941528,4.821640015,4.784698486,0.997091401,0.549493851
WB_ E3 500,WB_ E3,500,7855,785500,0.010955811,2.728317261,2.71736145,0.44089264,0.492358595
WB_ E4 500,WB_ E4,500,7861,786100,0.085159302,6.998504639,6.913345337,1.94974931,0.801967039
WB_ E5 500,WB_ E5,500,7863,786300,0.012435913,14.58352661,14.5710907,3.252051441,2.047439519
WB_ E6 500,WB_ E6,500,7859,785900,0.066329956,5.249221802,5.182891846,1.553839871,0.784793931
WB_ E7 500,WB_ E7,500,7843,784300,0.051132202,4.004165649,3.953033447,1.327167692,0.70125407
WB_ E8 500,WB_ E8,500,7862,786200,0.0284729,6.307403564,6.278930664,1.725079399,1.082855151
WB_ E9 500,WB_ E9,500,7843,784300,0.073150635,4.983078003,4.909927368,1.617895828,0.803404194
WB_ H1 500,WB_ H1,500,7856,785600,0.07119751,8.774627686,8.703430176,3.842313623,1.373048232
WB_ H10 500,WB_ H10,500,7853,785300,0.08505249,5.10168457,5.01663208,1.98101959,0.810429454
WB_ H2 500,WB_ H2,500,7858,785800,0.551269531,12.27120972,11.71994019,3.440957112,1.540699658
WB_ H3 500,WB_ H3,500,7854,785400,0.076904297,5.423171997,5.3462677,1.702712717,1.009505486
WB_ H4 500,WB_ H4,500,7856,785600,0.070007324,5.530822754,5.46081543,1.851027864,0.76071723
WB_ H5 500,WB_ H5,500,7855,785500,0.000305176,15.89254761,15.89224243,4.21697521,1.951568969
WB_ H6 500,WB_ H6,500,7074,707400,0.07913208,13.63801575,13.55888367,1.052637686,0.732681047
WB_ H7 500,WB_ H7,500,7863,786300,0.031295776,3.961471558,3.930175781,1.129325408,0.546357113
WB_ H8 500,WB_ H8,500,7854,785400,0.000549316,6.53805542,6.537506104,2.000723761,1.359365282
WB_ H9 500,WB_ H9,500,7860,786000,0.019622803,5.863952637,5.844329834,1.140486834,0.906412618
WB_ S1 500,WB_ S1,500,7859,785900,0.112228394,10.25613403,10.14390564,3.370725549,1.828731672
WB_ S10 500,WB_ S10,500,7859,785900,4.57764E-05,6.48147583,6.481430054,1.765595609,1.782901599
WB_ S11 500,WB_ S11,500,7863,786300,0.052764893,6.91809082,6.865325928,2.492836153,1.280435409
WB_ S12 500,WB_ S12,500,7853,785300,0,9.06741333,9.06741333,2.210865945,1.824112648
WB_ S13 500,WB_ S13,500,7856,785600,0.087097168,5.354766846,5.267669678,1.46355553,0.978298436
WB_ S14 500,WB_ S14,500,7858,785800,0.258743286,7.129669189,6.870925903,3.180338622,1.25729661
WB_ S15 500,WB_ S15,500,7859,785900,0.029785156,8.349868774,8.320083618,3.146512056,2.021179455
WB_ S16 500,WB_ S16,500,7857,785700,0.079544067,15.03100586,14.95146179,2.500424145,2.001659755
WB_ S17 500,WB_ S17,500,7856,785600,0.004348755,6.80506897,6.800720215,1.331625047,1.058736082
WB_ S18 500,WB_ S18,500,7855,785500,0.08039856,6.764083862,6.683685303,2.726733779,1.613669476
WB_ S19 500,WB_ S19,500,7863,786300,0.180175781,6.773544312,6.59336853,3.207831835,1.198999688
WB_ S2 500,WB_ S2,500,7863,786300,0.001190186,9.13609314,9.134902954,3.110818041,1.69442853
WB_ S20 500,WB_ S20,500,7856,785600,0.038574219,5.048629761,5.010055542,1.069200838,0.748181972
WB_ S21 500,WB_ S21,500,7856,785600,0.02331543,4.681900024,4.658584595,1.079605256,0.953573673
WB_ S22 500,WB_ S22,500,7855,785500,0.127838135,3.507781982,3.379943848,1.565834062,0.620796142
WB_ S23 500,WB_ S23,500,7857,785700,0.087753296,4.230239868,4.142486572,1.27262873,0.689999025
WB_ S24 500,WB_ S24,500,7850,785000,0.000198364,9.866027832,9.865829468,3.51236561,2.308771621
WB_ S25 500,WB_ S25,500,7844,784400,0.041427612,2.791900635,2.750473022,0.877052249,0.41462338
WB_ S26 500,WB_ S26,500,7858,785800,0.022857666,5.3800354,5.357177734,0.786923074,0.586009111
WB_ S27 500,WB_ S27,500,7858,785800,0.020309448,1.792907715,1.772598267,0.542340796,0.221702903
WB_ S28 500,WB_ S28,500,7857,785700,0.010848999,5.432067871,5.421218872,0.930075239,0.933127609
WB_ S29 500,WB_ S29,500,7863,786300,0.040786743,3.791183472,3.750396729,1.107974269,0.582186658
WB_ S3 500,WB_ S3,500,7855,785500,0.098144531,6.593338013,6.495193481,1.963436388,1.038599656
WB_ S4 500,WB_ S4,500,7848,784800,0,4.902160645,4.902160645,1.175950018,0.768455858
WB_ S5 500,WB_ S5,500,7855,785500,0.057342529,6.823699951,6.766357422,2.700370047,1.736604705
WB_ S6 500,WB_ S6,500,7856,785600,0.039978027,10.2149353,10.17495728,2.401912907,1.740163032
WB_ S7 500,WB_ S7,500,7858,785800,0.080490112,6.613540649,6.533050537,2.693843241,1.246973786
WB_ S8 500,WB_ S8,500,7844,784400,0.017929077,4.81578064,4.797851563,1.57542506,1.209559146
WB_ S9 500,WB_ S9,500,7858,785800,0.237594604,10.11975098,9.882156372,2.918523857,1.390357039
WB_ W1 500,WB_ W1,500,7856,785600,0.012405396,3.059661865,3.04725647,0.785138657,0.491097161
WB_ W10 500,WB_ W10,500,7858,785800,0.002227783,4.071807861,4.069580078,0.797945496,0.711974903
WB_ W2 500,WB_ W2,500,7857,785700,0.020782471,4.843856812,4.823074341,0.907740994,0.519141717
WB_ W3 500,WB_ W3,500,7858,785800,0.01625061,5.949356079,5.933105469,1.086705853,0.913197836
WB_ W4 500,WB_ W4,500,7861,786100,0.017044067,4.41986084,4.402816772,0.83270755,0.730320261
WB_ W5 500,WB_ W5,500,7860,786000,0.014633179,6.255874634,6.241241455,1.156687261,1.039927068
WB_ W6 500,WB_ W6,500,7856,785600,0.134689331,4.539932251,4.40524292,1.539456496,0.83081526
WB_ W7 500,WB_ W7,500,7854,785400,0.007156372,3.675933838,3.668777466,0.85130114,0.714758401
WB_ W8 500,WB_ W8,500,7858,785800,0.004669189,7.360671997,7.356002808,0.455606103,0.849367263
WB_ W9 500,WB_ W9,500,7859,785900,0.003982544,5.780258179,5.776275635,0.545824182,0.942790672
W01 750,W01,750,17686,1768600,0.011642456,4.953903198,4.942260742,0.95379454,0.690757718
W02 750,W02,750,17678,1767800,0.00553894,9.40663147,9.401092529,0.915663651,0.69123494
W03 750,W03,750,17682,1768200,0.014282227,8.984283447,8.970001221,1.92764721,1.452107437
W04 750,W04,750,17688,1768800,0.013412476,6.480758667,6.467346191,0.888279847,0.731131969
W05 750,W05,750,17687,1768700,6.10352E-05,5.145401001,5.145339966,1.139990407,0.721699666
W06 750,W06,750,17671,1767100,0.015823364,5.895462036,5.879638672,0.767114722,0.671028866
W07 750,W07,750,17670,1767000,0.018875122,8.10949707,8.090621948,1.061608887,1.021359365
W08 750,W08,750,17688,1768800,0.207077026,8.457290649,8.250213623,4.300619081,1.353392481
W09 750,W09,750,17686,1768600,0.012802124,6.50491333,6.492111206,0.972899071,0.763758793
W10 750,W10,750,17692,1769200,0.024581909,9.498840332,9.474258423,2.494098159,1.545315659
W11 750,W11,750,17681,1768100,0.004486084,5.965423584,5.9609375,1.260935247,0.850282498
W12 750,W12,750,17682,1768200,0.020324707,8.454910278,8.434585571,1.527292371,0.802318132
W13 750,W13,750,17686,1768600,0.028442383,4.324661255,4.296218872,1.174060215,0.728311436
W14 750,W14,750,17678,1767800,0.005447388,7.835891724,7.830444336,1.729127828,1.198797451
W15 750,W15,750,17680,1768000,0.004501343,9.079452515,9.074951172,2.087910203,1.39104788
W16 750,W16,750,5407,540700,0.001922607,4.511611938,4.509689331,0.83632495,0.643887153
W17 750,W17,750,17685,1768500,0,6.516189575,6.516189575,0.77694223,0.543755998
W18 750,W18,750,17681,1768100,0.029998779,5.401580811,5.371582031,1.553293926,0.678849888
W19 750,W19,750,17675,1767500,1.52588E-05,8.268463135,8.268447876,1.047070232,1.22662746
W20 750,W20,750,17682,1768200,0.017150879,3.424942017,3.407791138,1.056049224,0.569757823
W21 750,W21,750,17681,1768100,0.052001953,7.707794189,7.655792236,2.055226117,0.997474812
W22 750,W22,750,17679,1767900,0,7.655883789,7.655883789,2.06849306,1.680475682
W23 750,W23,750,17678,1767800,0.006362915,5.211303711,5.204940796,0.853498688,0.545474968
W24 750,W24,750,17669,1766900,0.033691406,6.757583618,6.723892212,2.181874427,0.922889556
W25 750,W25,750,17681,1768100,0.167297363,5.229125977,5.061828613,1.501756469,0.691239066
W26 750,W26,750,17682,1768200,0.072799683,11.58062744,11.50782776,2.819794473,1.427382037
W27 750,W27,750,17683,1768300,0.012695313,9.236282349,9.223587036,1.472844228,1.244208072
W28 750,W28,750,17681,1768100,0.021896362,28.83403015,28.81213379,3.30570506,3.392688152
W29 750,W29,750,17685,1768500,0.011581421,8.302352905,8.290771484,1.887698773,1.711145123
W30 750,W30,750,17682,1768200,0.003067017,15.84089661,15.83782959,1.406420819,1.818960118
W31 750,W31,750,17680,1768000,0.012924194,10.51367188,10.50074768,1.857846948,1.728133918
W32 750,W32,750,17667,1766700,0.018051147,5.381607056,5.363555908,1.040869732,0.820776556
