CAMERA_DIS,CAMERA,RADIUS,NCELLS,AREA,MIN,MAX,RANGE,MEAN,STD
WB_ S11 2250,WB_ S11,2250,159131,15913100,0.032897949,23.9737854,23.94088745,4.077857484,1.91269175
WB_ S12 2250,WB_ S12,2250,159100,15910000,0,27.03283691,27.03283691,3.729564697,2.266363705
WB_ S13 2250,WB_ S13,2250,159096,15909600,7.62939E-05,57.87301636,57.87294006,3.622693106,2.26515284
WB_ S14 2250,WB_ S14,2250,159085,15908500,0.056976318,8.984619141,8.927642822,3.026952305,1.277652054
WB_ S15 2250,WB_ S15,2250,159074,15907400,0.010452271,14.46672058,14.45626831,3.261005033,1.722219286
WB_ S16 2250,WB_ S16,2250,159164,15916400,0.040008545,23.64328003,23.60327148,3.475739879,1.98635639
WB_ S17 2250,WB_ S17,2250,159149,15914900,0.000686646,25.13589478,25.13520813,1.843432468,1.766564712
WB_ S18 2250,WB_ S18,2250,159134,15913400,0.037994385,14.63192749,14.59393311,2.421644162,1.644128967
WB_ S19 2250,WB_ S19,2250,159122,15912200,0.090606689,21.35488892,21.26428223,3.64918871,1.523607158
WB_ S2 2250,WB_ S2,2250,159148,15914800,0,25.89355469,25.89355469,3.48320281,2.382801471
WB_ S20 2250,WB_ S20,2250,159103,15910300,0,9.379943848,9.379943848,1.482177035,1.021969181
WB_ S21 2250,WB_ S21,2250,159091,15909100,0.02331543,7.29359436,7.270278931,2.438398589,1.605842184
WB_ S22 2250,WB_ S22,2250,159079,15907900,0.059463501,6.729400635,6.669937134,1.759764443,0.771403499
WB_ S23 2250,WB_ S23,2250,159157,15915700,0.005508423,80.3848877,80.37937927,2.016005548,2.029467682
WB_ S24 2250,WB_ S24,2250,159154,15915400,0.000198364,27.0496521,27.04945374,4.377495848,2.173924883
WB_ S25 2250,WB_ S25,2250,159152,15915200,0.00453186,13.37097168,13.36643982,1.547885127,1.254941508
WB_ S26 2250,WB_ S26,2250,159119,15911900,9.91821E-05,12.62695313,12.62685394,1.586800882,1.140130346
WB_ S27 2250,WB_ S27,2250,159104,15910400,7.62939E-05,11.26675415,11.26667786,2.001863484,1.529228671
WB_ S28 2250,WB_ S28,2250,159162,15916200,0.002456665,10.76135254,10.75889587,0.916617054,0.845206339
WB_ S29 2250,WB_ S29,2250,159144,15914400,0.000137329,9.539825439,9.53968811,1.584874989,1.169197052
WB_ S3 2250,WB_ S3,2250,159127,15912700,0,21.55325317,21.55325317,2.898052865,1.727560562
WB_ S4 2250,WB_ S4,2250,159107,15910700,0,12.12005615,12.12005615,2.392781643,1.510724836
WB_ S5 2250,WB_ S5,2250,159090,15909000,0.000259399,25.84552002,25.84526062,3.15492076,2.074679599
WB_ S6 2250,WB_ S6,2250,159083,15908300,0.026687622,17.60772705,17.58103943,3.933164284,2.054012375
WB_ S7 2250,WB_ S7,2250,159078,15907800,0.014480591,12.53448486,12.52000427,3.099761176,1.399865436
WB_ S8 2250,WB_ S8,2250,159175,15917500,0.004898071,9.805389404,9.800491333,2.043811462,1.221038501
WB_ S9 2250,WB_ S9,2250,159152,15915200,0,15.40872192,15.40872192,3.617630957,1.834170859
WB_ W1 2250,WB_ W1,2250,159177,15917700,0,13.7064209,13.7064209,2.510743638,1.571282418
WB_ W10 2250,WB_ W10,2250,159138,15913800,0,27.03610229,27.03610229,2.544449519,2.996293452
WB_ W2 2250,WB_ W2,2250,159166,15916600,6.10352E-05,8.704605103,8.704544067,1.580263343,1.423872703
WB_ W3 2250,WB_ W3,2250,159150,15915000,0.001739502,7.660354614,7.658615112,1.309460582,0.971116765
WB_ W4 2250,WB_ W4,2250,159152,15915200,0,8.427001953,8.427001953,0.973586945,0.826616766
WB_ W5 2250,WB_ W5,2250,159154,15915400,0.014633179,16.20419312,16.18955994,2.037171635,1.49208969
WB_ W6 2250,WB_ W6,2250,159160,15916000,0.002380371,14.49983215,14.49745178,1.631121662,1.0292105
WB_ W7 2250,WB_ W7,2250,159151,15915100,0,12.24972534,12.24972534,2.214579377,1.862755101
WB_ W8 2250,WB_ W8,2250,159129,15912900,0,16.05529785,16.05529785,2.228179345,1.91470718
WB_ W9 2250,WB_ W9,2250,159111,15911100,0.003982544,13.52923584,13.5252533,2.48512837,2.230704562
W01 2500,W01,2500,195919,19591900,6.10352E-05,19.67570496,19.67564392,1.76652829,2.007499617
W02 2500,W02,2500,196497,19649700,0,11.25354004,11.25354004,1.294788644,1.373319157
W03 2500,W03,2500,196491,19649100,0,12.1197052,12.1197052,1.878559553,1.642213873
W04 2500,W04,2500,196502,19650200,0,10.64613342,10.64613342,1.11795047,1.009200807
W05 2500,W05,2500,196497,19649700,6.10352E-05,8.943099976,8.94303894,1.807401432,1.444334621
W06 2500,W06,2500,196489,19648900,0.002456665,8.394317627,8.391860962,1.191537536,1.111898786
W07 2500,W07,2500,196485,19648500,0,9.636886597,9.636886597,1.25574672,1.038306231
W08 2500,W08,2500,196478,19647800,0.034408569,19.16421509,19.12980652,3.787850157,1.799845663
W09 2500,W09,2500,196485,19648500,0,13.90774536,13.90774536,1.537110227,1.180175355
W10 2500,W10,2500,196468,19646800,0.012008667,10.43476868,10.42276001,2.660442096,1.516136241
W11 2500,W11,2500,196504,19650400,0,13.7064209,13.7064209,2.589837714,1.534323575
W12 2500,W12,2500,196495,19649500,0.017913818,12.32659912,12.3086853,2.46418062,1.355820221
W13 2500,W13,2500,196492,19649200,1.52588E-05,12.81021118,12.81019592,2.233709524,1.788498176
W14 2500,W14,2500,196499,19649900,0.000640869,12.83525085,12.83460999,2.433688361,1.50871186
W15 2500,W15,2500,196474,19647400,0.004501343,18.16313171,18.15863037,3.088606551,1.869632865
W16 2500,W16,2500,78606,7860600,0.000869751,4.926589966,4.925720215,1.147458062,0.794566249
W17 2500,W17,2500,196503,19650300,0,12.05059814,12.05059814,1.913605241,1.390494436
W18 2500,W18,2500,196504,19650400,0.010971069,10.49057007,10.479599,2.028937519,1.073310629
W19 2500,W19,2500,196501,19650100,1.52588E-05,15.93731689,15.93730164,2.164996449,1.630636537
W20 2500,W20,2500,196492,19649200,0,8.740570068,8.740570068,1.054838097,0.821478921
W21 2500,W21,2500,178954,17895400,0.040145874,10.72363281,10.68348694,2.562450451,1.257077948
W22 2500,W22,2500,196501,19650100,0,15.40872192,15.40872192,3.510693554,1.928722264
W23 2500,W23,2500,196484,19648400,0,12.84529114,12.84529114,1.177426905,0.91820504
W24 2500,W24,2500,196485,19648500,0.004638672,19.76654053,19.76190186,2.904867548,1.57833097
W25 2500,W25,2500,196473,19647300,0,15.7984314,15.7984314,2.245296371,1.875889714
W26 2500,W26,2500,196467,19646700,0,25.10891724,25.10891724,3.488667501,1.895431843
W27 2500,W27,2500,196474,19647400,0,13.20948792,13.20948792,1.36246649,1.024407422
W28 2500,W28,2500,196489,19648900,3.05176E-05,28.83403015,28.83399963,3.403823875,2.750967462
W29 2500,W29,2500,196473,19647300,0,17.88156128,17.88156128,2.61014697,2.181216199
W30 2500,W30,2500,196473,19647300,0,25.13589478,25.13589478,2.402783563,2.07822971
W31 2500,W31,2500,196445,19644500,7.62939E-05,11.16751099,11.16743469,1.615651541,1.369121844
W32 2500,W32,2500,196439,19643900,0.000732422,13.65255737,13.65182495,1.575955568,1.181137848
W33 2500,W33,2500,196465,19646500,0,9.408615112,9.408615112,1.501829032,1.289264517
W34 2500,W34,2500,196455,19645500,0.035171509,14.63192749,14.59675598,2.847292837,1.695798154
W35 2500,W35,2500,196434,19643400,0.096328735,14.48652649,14.39019775,3.882615918,1.540455059
W36 2500,W36,2500,196432,19643200,0,16.38745117,16.38745117,3.511797505,1.912522358
W37 2500,W37,2500,196441,19644100,0,12.39901733,12.39901733,3.308049601,1.676363453
W38 2500,W38,2500,196415,19641500,0,7.974060059,7.974060059,1.244918687,1.004313081
W39 2500,W39,2500,196412,19641200,0.010421753,9.411941528,9.401519775,3.055602639,1.556164016
W40 2500,W40,2500,196427,19642700,0,12.18566895,12.18566895,3.119122286,1.715287099
W41 2500,W41,2500,196416,19641600,0.026092529,8.822174072,8.796081543,2.524124792,1.38701302
W42 2500,W42,2500,196408,19640800,0.006149292,9.143920898,9.137771606,2.688536439,1.248797007
W43 2500,W43,2500,196397,19639700,0.054443359,12.37916565,12.32472229,2.519611429,1.518142793
W44 2500,W44,2500,196401,19640100,0.006530762,12.8759613,12.86943054,3.388524986,1.72422409
W45 2500,W45,2500,196389,19638900,0.01701355,16.25015259,16.23313904,3.639569013,1.693300492
W46 2500,W46,2500,196392,19639200,0.010452271,14.46672058,14.45626831,3.373154964,1.725491133
W47 2500,W47,2500,196382,19638200,0.024383545,14.5216217,14.49723816,3.272635882,1.746147308
W48 2500,W48,2500,196386,19638600,0.032806396,8.43661499,8.403808594,2.239946589,1.024402661
W49 2500,W49,2500,196378,19637800,0.022903442,24.69689941,24.67399597,3.945903763,1.636726635
W50 2500,W50,2500,196402,19640200,0.019104004,11.08827209,11.06916809,3.421542454,1.347840023
W51 2500,W51,2500,196397,19639700,0.014480591,19.75616455,19.74168396,2.502985666,1.242372098
W52 2500,W52,2500,196403,19640300,0,33.96179199,33.96179199,4.176967669,2.023857755
W53 2500,W53,2500,196394,19639400,0,8.347991943,8.347991943,2.738185792,1.140138147
W54 2500,W54,2500,196406,19640600,0,13.73342896,13.73342896,2.746129499,1.762905627
W55 2500,W55,2500,196433,19643300,0.001312256,11.64987183,11.64855957,2.531918928,1.812527158
W56 2500,W56,2500,196438,19643800,0.005767822,22.60935974,22.60359192,2.796660895,1.971650481
W57 2500,W57,2500,196424,19642400,0.105819702,17.83206177,17.72624207,4.344073897,1.81860276
W58 2500,W58,2500,196417,19641700,0.019989014,27.93045044,27.91046143,2.444564497,1.889890115
W59 2500,W59,2500,196448,19644800,0,42.83309937,42.83309937,3.666481361,2.385698741
W60 2500,W60,2500,196463,19646300,0.015365601,15.79576111,15.78039551,1.961053153,1.314783325
W61 2500,W61,2500,196469,19646900,0.00302124,33.27481079,33.27178955,1.798652119,1.297226072
W62 2500,W62,2500,196475,19647500,0.000305176,34.99279785,34.99249268,4.578258072,2.360263028
W63 2500,W63,2500,196469,19646900,0.002120972,21.98272705,21.98060608,3.983082316,1.979090741
W64 2500,W64,2500,196461,19646100,0,22.02780151,22.02780151,1.246942445,1.26665473
W65 2500,W65,2500,196447,19644700,0.026641846,32.00668335,31.9800415,3.949766393,2.333586472
W66 2500,W66,2500,196449,19644900,0,21.6081543,21.6081543,3.655565845,1.893981063
WB_ E1 2500,WB_ E1,2500,196494,19649400,0.000213623,18.76608276,18.76586914,3.817557074,2.319950543
WB_ E10 2500,WB_ E10,2500,196458,19645800,0,29.65478516,29.65478516,3.9062629,2.440552754
WB_ E2 2500,WB_ E2,2500,196453,19645300,0,10.75312805,10.75312805,1.3421271,1.040682964
WB_ E3 2500,WB_ E3,2500,196382,19638200,0.003372192,7.889389038,7.886016846,1.615577953,1.233508452
WB_ E4 2500,WB_ E4,2500,196466,19646600,0.020248413,9.203598022,9.183349609,2.086980881,1.174349096
WB_ E5 2500,WB_ E5,2500,196487,19648700,0.000183105,25.24401855,25.24383545,3.491774496,2.396201499
WB_ E6 2500,WB_ E6,2500,196398,19639800,0.020843506,10.92263794,10.90179443,1.875451041,1.114039107
WB_ E7 2500,WB_ E7,2500,196475,19647500,0,16.89764404,16.89764404,2.722118424,1.987030501
WB_ E8 2500,WB_ E8,2500,196432,19643200,0.01399231,14.05386353,14.03987122,2.937255349,2.000837762
WB_ E9 2500,WB_ E9,2500,196409,19640900,0.063110352,35.06982422,35.00671387,3.211777369,2.236016963
WB_ H1 2500,WB_ H1,2500,196381,19638100,0.000808716,22.98019409,22.97938538,3.272617397,1.460844145
WB_ H10 2500,WB_ H10,2500,196398,19639800,0.021240234,39.27484131,39.25360107,3.655718945,2.448900051
WB_ H2 2500,WB_ H2,2500,196474,19647400,0.047271729,14.53652954,14.48925781,3.818745659,1.584579534
WB_ H3 2500,WB_ H3,2500,196456,19645600,0.000396729,28.33596802,28.33557129,3.5148198,2.175561377
WB_ H4 2500,WB_ H4,2500,196401,19640100,0.022979736,18.0012207,17.97824097,2.905900495,2.011315297
WB_ H5 2500,WB_ H5,2500,196428,19642800,0.000183105,57.87301636,57.87283325,4.065996782,2.221714847
WB_ H6 2500,WB_ H6,2500,115421,11542100,0.000671387,33.93460083,33.93392944,2.71758579,2.015618108
WB_ H7 2500,WB_ H7,2500,154960,15496000,0.002655029,14.8611145,14.85845947,2.629997502,1.792322173
WB_ H8 2500,WB_ H8,2500,196436,19643600,0.000549316,35.06982422,35.0692749,3.502815378,2.118228464
WB_ H9 2500,WB_ H9,2500,196486,19648600,0.000320435,25.40664673,25.40632629,3.882934061,2.165570151
WB_ S1 2500,WB_ S1,2500,138801,13880100,0.006530762,14.69561768,14.68908691,3.348800529,1.863154434
WB_ S10 2500,WB_ S10,2500,196476,19647600,0,26.4826355,26.4826355,4.160103426,2.514974991
WB_ S11 2500,WB_ S11,2500,196457,19645700,0.026641846,32.00668335,31.9800415,4.088174355,1.936221187
WB_ S12 2500,WB_ S12,2500,196427,19642700,0,42.83309937,42.83309937,3.78148169,2.308675352
WB_ S13 2500,WB_ S13,2500,196438,19643800,7.62939E-05,57.87301636,57.87294006,3.677840674,2.202442141
WB_ S14 2500,WB_ S14,2500,196409,19640900,0.056976318,9.8253479,9.768371582,3.065772721,1.277436198
WB_ S15 2500,WB_ S15,2500,196389,19638900,0.010452271,14.46672058,14.45626831,3.248096827,1.714619407
WB_ S16 2500,WB_ S16,2500,196495,19649500,0.040008545,23.64328003,23.60327148,3.626646635,2.139395715
WB_ S17 2500,WB_ S17,2500,196473,19647300,0.000137329,25.13589478,25.13575745,1.8836575,1.753909264
WB_ S18 2500,WB_ S18,2500,196460,19646000,0.033218384,14.63192749,14.59870911,2.446142219,1.688785275
WB_ S19 2500,WB_ S19,2500,196447,19644700,0.069793701,21.35488892,21.28509521,3.838373739,1.597765168
WB_ S2 2500,WB_ S2,2500,196475,19647500,0,25.89355469,25.89355469,3.429633192,2.480142053
WB_ S20 2500,WB_ S20,2500,196429,19642900,0,9.379943848,9.379943848,1.535305972,1.086536573
WB_ S21 2500,WB_ S21,2500,196406,19640600,0.02331543,7.591674805,7.568359375,2.533498324,1.591608434
WB_ S22 2500,WB_ S22,2500,196400,19640000,0.042648315,6.729400635,6.686752319,1.808512064,0.883232895
WB_ S23 2500,WB_ S23,2500,196497,19649700,0.005508423,80.3848877,80.37937927,2.107729492,2.05972924
WB_ S24 2500,WB_ S24,2500,196491,19649100,7.62939E-05,27.0496521,27.04957581,4.244603957,2.128218935
WB_ S25 2500,WB_ S25,2500,196466,19646600,0.00453186,13.37097168,13.36643982,1.643764768,1.288047484
WB_ S26 2500,WB_ S26,2500,196459,19645900,9.91821E-05,12.62695313,12.62685394,1.660566108,1.183588499
WB_ S27 2500,WB_ S27,2500,196426,19642600,7.62939E-05,11.26675415,11.26667786,2.048759937,1.516372031
WB_ S28 2500,WB_ S28,2500,196503,19650300,0.002456665,10.76135254,10.75889587,0.936595912,0.832279567
WB_ S29 2500,WB_ S29,2500,196480,19648000,0.000137329,10.43681335,10.43667603,1.6501943,1.248156745
WB_ S3 2500,WB_ S3,2500,196458,19645800,0,21.55325317,21.55325317,2.918071897,1.811062035
WB_ S4 2500,WB_ S4,2500,196430,19643000,0,96.9581604,96.9581604,2.416714429,1.741065942
WB_ S5 2500,WB_ S5,2500,196423,19642300,0.000259399,35.06982422,35.06956482,3.102941952,2.092326494
WB_ S6 2500,WB_ S6,2500,196401,19640100,0.026687622,17.60772705,17.58103943,3.862464528,1.982655074
WB_ S7 2500,WB_ S7,2500,196396,19639600,0.014480591,12.53448486,12.52000427,3.104444212,1.394776568
WB_ S8 2500,WB_ S8,2500,196499,19649900,0.004898071,10.50793457,10.5030365,2.035332759,1.243478534
WB_ S9 2500,WB_ S9,2500,196480,19648000,0,15.40872192,15.40872192,3.418537759,1.900711203
WB_ W1 2500,WB_ W1,2500,196496,19649600,0,13.7064209,13.7064209,2.580522463,1.565673502
WB_ W10 2500,WB_ W10,2500,196453,19645300,0,27.03610229,27.03610229,2.562069545,2.945381631
WB_ W2 2500,WB_ W2,2500,196495,19649500,6.10352E-05,8.704605103,8.704544067,1.617015429,1.398160406
WB_ W3 2500,WB_ W3,2500,196489,19648900,0.001739502,7.660354614,7.658615112,1.270099082,0.92761067
WB_ W4 2500,WB_ W4,2500,196478,19647800,0,8.427001953,8.427001953,0.966263511,0.787820688
WB_ W5 2500,WB_ W5,2500,196472,19647200,0.014633179,16.20419312,16.18955994,2.078798924,1.500399284
WB_ W6 2500,WB_ W6,2500,196478,19647800,0.002380371,14.49983215,14.49745178,1.653360563,1.073061301
WB_ W7 2500,WB_ W7,2500,196488,19648800,0,24.10394287,24.10394287,2.467226121,2.034557631
WB_ W8 2500,WB_ W8,2500,196460,19646000,0,18.67147827,18.67147827,2.271826625,1.880120519
WB_ W9 2500,WB_ W9,2500,196451,19645100,0.003982544,13.52923584,13.5252533,2.581151987,2.191314128
W01 2750,W01,2750,232111,23211100,6.10352E-05,19.67570496,19.67564392,1.826193863,1.965479235
W02 2750,W02,2750,237767,23776700,0,12.4012146,12.4012146,1.420097663,1.509302532
W03 2750,W03,2750,237764,23776400,0,13.46725464,13.46725464,1.855256309,1.629811651
W04 2750,W04,2750,237768,23776800,0,11.25354004,11.25354004,1.148597641,1.03990935
W05 2750,W05,2750,237765,23776500,6.10352E-05,8.943099976,8.94303894,1.890367532,1.494493327
W06 2750,W06,2750,237759,23775900,0.002456665,10.18632507,10.18386841,1.264837776,1.185297901
W07 2750,W07,2750,237754,23775400,0,9.636886597,9.636886597,1.331465958,1.082817714
W08 2750,W08,2750,237742,23774200,0.031295776,26.20523071,26.17393494,3.691768931,1.897701683
W09 2750,W09,2750,237746,23774600,0,13.90774536,13.90774536,1.614718732,1.250802308
W10 2750,W10,2750,237717,23771700,0.012008667,10.43476868,10.42276001,2.758713444,1.584132081
W11 2750,W11,2750,237757,23775700,0,13.7064209,13.7064209,2.592449302,1.518191228
W12 2750,W12,2750,237757,23775700,0.017913818,25.72164917,25.70373535,2.533580756,1.425932176
W13 2750,W13,2750,237754,23775400,1.52588E-05,12.81021118,12.81019592,2.280609585,1.798490224
W14 2750,W14,2750,237760,23776000,0.000640869,12.83525085,12.83460999,2.482407287,1.511431446
W15 2750,W15,2750,237736,23773600,0.004501343,18.16313171,18.15863037,3.156452506,1.830415612
W16 2750,W16,2750,97001,9700100,0.000869751,6.925704956,6.924835205,1.233831523,0.849480101
W17 2750,W17,2750,237765,23776500,0,18.52572632,18.52572632,2.057230956,1.494555527
W18 2750,W18,2750,237773,23777300,0.010971069,10.49057007,10.479599,2.038686966,1.102571552
W19 2750,W19,2750,237762,23776200,1.52588E-05,15.93731689,15.93730164,2.144454949,1.59924658
W20 2750,W20,2750,237754,23775400,0,9.055145264,9.055145264,1.114381234,0.866746455
W21 2750,W21,2750,209744,20974400,0.020309448,10.72363281,10.70332336,2.479926643,1.253197119
W22 2750,W22,2750,237755,23775500,0,15.40872192,15.40872192,3.467045885,1.890332585
W23 2750,W23,2750,237751,23775100,0,12.84529114,12.84529114,1.199492746,0.922588494
W24 2750,W24,2750,237747,23774700,0.004638672,19.76654053,19.76190186,2.838136762,1.552353661
W25 2750,W25,2750,237738,23773800,0,16.33581543,16.33581543,2.2479244,1.918259273
W26 2750,W26,2750,237743,23774300,0,27.90631104,27.90631104,3.506764381,2.006966397
W27 2750,W27,2750,237733,23773300,0,13.20948792,13.20948792,1.38567431,1.030409152
W28 2750,W28,2750,237747,23774700,3.05176E-05,28.83403015,28.83399963,3.361431124,2.662140311
W29 2750,W29,2750,237723,23772300,0,17.88156128,17.88156128,2.676024224,2.194950863
W30 2750,W30,2750,237729,23772900,0,25.13589478,25.13589478,2.313793757,2.023953601
W31 2750,W31,2750,237693,23769300,7.62939E-05,11.16751099,11.16743469,1.632231471,1.367505108
W32 2750,W32,2750,237692,23769200,9.91821E-05,13.65255737,13.65245819,1.675039072,1.201523326
W33 2750,W33,2750,237728,23772800,0,9.408615112,9.408615112,1.600642668,1.305390496
W34 2750,W34,2750,237710,23771000,0.035171509,17.03646851,17.001297,2.957800946,1.799731785
W35 2750,W35,2750,237708,23770800,0.077774048,14.48652649,14.40875244,3.860051961,1.526702773
W36 2750,W36,2750,237685,23768500,0,16.38745117,16.38745117,3.464881673,1.894172275
W37 2750,W37,2750,237689,23768900,0,12.39901733,12.39901733,3.282720714,1.747409972
W38 2750,W38,2750,237666,23766600,0,7.974060059,7.974060059,1.238103388,0.994023815
W39 2750,W39,2750,237659,23765900,0.002212524,9.562927246,9.560714722,2.888394924,1.604220381
W40 2750,W40,2750,237662,23766200,0,12.18566895,12.18566895,3.1065959,1.695664019
W41 2750,W41,2750,237654,23765400,0.023208618,8.822174072,8.798965454,2.471080092,1.382295081
W42 2750,W42,2750,237663,23766300,0.006149292,9.143920898,9.137771606,2.760200408,1.273105807
W43 2750,W43,2750,237630,23763000,0.039306641,12.37916565,12.33985901,2.499397657,1.508796987
W44 2750,W44,2750,237648,23764800,0.006530762,12.8759613,12.86943054,3.28973251,1.710391449
W45 2750,W45,2750,237651,23765100,0.01701355,16.25015259,16.23313904,3.607197023,1.671098668
W46 2750,W46,2750,237641,23764100,0.010452271,14.46672058,14.45626831,3.356284486,1.693589679
W47 2750,W47,2750,237621,23762100,0.024383545,16.17025757,16.14587402,3.269089018,1.780978359
W48 2750,W48,2750,237608,23760800,0.032806396,8.43661499,8.403808594,2.209287733,1.018114882
W49 2750,W49,2750,237621,23762100,0.022903442,24.69689941,24.67399597,4.028804205,1.661363012
W50 2750,W50,2750,237624,23762400,0.019104004,11.08827209,11.06916809,3.399846649,1.338695917
W51 2750,W51,2750,237636,23763600,0.013168335,19.75616455,19.74299622,2.571889784,1.240743257
W52 2750,W52,2750,237644,23764400,0,33.96179199,33.96179199,4.103973752,2.006994224
W53 2750,W53,2750,237643,23764300,0,8.347991943,8.347991943,2.695205087,1.164107612
W54 2750,W54,2750,237665,23766500,0,16.11050415,16.11050415,2.854395319,1.789742062
W55 2750,W55,2750,237699,23769900,0.001312256,13.20599365,13.2046814,2.662065958,1.864899245
W56 2750,W56,2750,237677,23767700,0.005767822,22.60935974,22.60359192,2.856779241,1.940238081
W57 2750,W57,2750,237683,23768300,0.052993774,17.83206177,17.77906799,4.306253179,1.846501719
W58 2750,W58,2750,237680,23768000,0,27.93045044,27.93045044,2.56631911,1.925606959
W59 2750,W59,2750,237700,23770000,0,42.83309937,42.83309937,3.747901322,2.333974216
W60 2750,W60,2750,237716,23771600,0.015365601,15.79576111,15.78039551,1.983659753,1.356583754
W61 2750,W61,2750,237725,23772500,0.00302124,33.27481079,33.27178955,1.847011269,1.311061232
W62 2750,W62,2750,237727,23772700,3.05176E-05,34.99279785,34.99276733,4.591124932,2.360198702
W63 2750,W63,2750,237723,23772300,0,22.35098267,22.35098267,4.08999511,2.037582985
W64 2750,W64,2750,237722,23772200,0,23.02893066,23.02893066,1.317399272,1.37867782
W65 2750,W65,2750,237712,23771200,0.026641846,32.00668335,31.9800415,3.971000914,2.282439083
W66 2750,W66,2750,237706,23770600,0,24.86428833,24.86428833,3.693908759,1.983165355
WB_ E1 2750,WB_ E1,2750,237758,23775800,0.000213623,19.73809814,19.73788452,3.727715032,2.35748115
WB_ E10 2750,WB_ E10,2750,237716,23771600,0,29.65478516,29.65478516,4.007096513,2.42491921
WB_ E2 2750,WB_ E2,2750,237700,23770000,0,10.75312805,10.75312805,1.388601159,1.071757792
WB_ E3 2750,WB_ E3,2750,237644,23764400,0.003372192,7.889389038,7.886016846,1.662508818,1.204155253
WB_ E4 2750,WB_ E4,2750,237728,23772800,0.020248413,9.203598022,9.183349609,2.143096996,1.227462897
WB_ E5 2750,WB_ E5,2750,237743,23774300,1.52588E-05,27.0496521,27.04963684,3.603984904,2.475661529
WB_ E6 2750,WB_ E6,2750,237641,23764100,0.020843506,12.37916565,12.35832214,1.905571296,1.204305756
WB_ E7 2750,WB_ E7,2750,237724,23772400,0,16.89764404,16.89764404,2.709302953,2.013952443
WB_ E8 2750,WB_ E8,2750,237668,23766800,0.01399231,17.83206177,17.81806946,3.114242016,2.064905292
WB_ E9 2750,WB_ E9,2750,237644,23764400,0.063110352,35.06982422,35.00671387,3.336038149,2.277371027
WB_ H1 2750,WB_ H1,2750,237632,23763200,0.000808716,22.98019409,22.97938538,3.293401092,1.500668869
WB_ H10 2750,WB_ H10,2750,237633,23763300,0.021240234,39.27484131,39.25360107,3.678366089,2.402871381
WB_ H2 2750,WB_ H2,2750,237743,23774300,0.047271729,14.53652954,14.48925781,3.745349146,1.59245093
WB_ H3 2750,WB_ H3,2750,237714,23771400,0.000396729,28.33596802,28.33557129,3.526364427,2.159918853
WB_ H4 2750,WB_ H4,2750,237662,23766200,0.022979736,41.46655273,41.443573,2.9338591,2.026356168
WB_ H5 2750,WB_ H5,2750,237677,23767700,0.000183105,57.87301636,57.87283325,3.989029872,2.246634346
WB_ H6 2750,WB_ H6,2750,137797,13779700,0.000671387,33.93460083,33.93392944,2.691079421,1.971873395
WB_ H7 2750,WB_ H7,2750,169675,16967500,0.001190186,14.8611145,14.85992432,2.632973147,1.774666342
WB_ H8 2750,WB_ H8,2750,237676,23767600,0.000549316,35.06982422,35.0692749,3.40198954,2.128276522
WB_ H9 2750,WB_ H9,2750,237742,23774200,0.000198364,27.0496521,27.04945374,3.903642057,2.203309863
WB_ S1 2750,WB_ S1,2750,162344,16234400,0.005432129,14.69561768,14.69018555,3.397764068,1.819919789
WB_ S10 2750,WB_ S10,2750,237726,23772600,0,26.4826355,26.4826355,4.197558285,2.504067031
WB_ S11 2750,WB_ S11,2750,237712,23771200,0,32.00668335,32.00668335,4.06150721,1.98246382
WB_ S12 2750,WB_ S12,2750,237695,23769500,0,42.83309937,42.83309937,3.836614841,2.279470915
WB_ S13 2750,WB_ S13,2750,237688,23768800,7.62939E-05,57.87301636,57.87294006,3.681326879,2.177947004
WB_ S14 2750,WB_ S14,2750,237654,23765400,0.01701355,9.8253479,9.808334351,3.091627483,1.295199919
WB_ S15 2750,WB_ S15,2750,237626,23762600,0.010452271,22.98019409,22.96974182,3.231108046,1.713169696
WB_ S16 2750,WB_ S16,2750,237757,23775700,0.00163269,23.64328003,23.64164734,3.697018959,2.229507998
WB_ S17 2750,WB_ S17,2750,237724,23772400,0.000137329,25.13589478,25.13575745,1.880012237,1.73488489
WB_ S18 2750,WB_ S18,2750,237708,23770800,1.52588E-05,15.61575317,15.61573792,2.482201448,1.753606873
WB_ S19 2750,WB_ S19,2750,237694,23769400,0.03074646,21.35488892,21.32414246,3.950322934,1.640646213
WB_ S2 2750,WB_ S2,2750,237742,23774200,0,26.2366333,26.2366333,3.419250076,2.551034147
WB_ S20 2750,WB_ S20,2750,237683,23768300,0,9.379943848,9.379943848,1.576299972,1.139735324
WB_ S21 2750,WB_ S21,2750,237648,23764800,0.02331543,8.095977783,8.072662354,2.603956609,1.575428388
WB_ S22 2750,WB_ S22,2750,237635,23763500,0.03515625,7.341537476,7.306381226,1.838987619,0.93943831
WB_ S23 2750,WB_ S23,2750,237761,23776100,0.005508423,80.3848877,80.37937927,2.170452405,2.05472407
WB_ S24 2750,WB_ S24,2750,237758,23775800,0,27.0496521,27.0496521,4.087388714,2.132556345
WB_ S25 2750,WB_ S25,2750,237717,23771700,0.00453186,14.01170349,14.00717163,1.76936406,1.364205574
WB_ S26 2750,WB_ S26,2750,237719,23771900,9.91821E-05,12.62695313,12.62685394,1.747382576,1.239405369
WB_ S27 2750,WB_ S27,2750,237688,23768800,7.62939E-05,11.26675415,11.26667786,2.096378031,1.507126382
