"site","radius","bpsdl","cultivation","disturbedvegetation","harvestareas","industrial_sites","landfill","mine_sites","othervegsurfacesrecreation","pipelines","railways","reservoirs","residential_areas","roads","seismiclines","transmissionlines","verge","wellsites","wind_gen_facilities","dense_conifer","moderate_conifer","open_conifer","mixed","broadleaf","treed_wetland","shrub","herb","open_wetland","barren","water","shadow_or_no_data","snow_or_ice","regeneration","cloud_or_no_data","mean_ndvi_2008","mean_ndvi_2012","mean_tri"
"SW-E1",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916732472,2.750197417,0.458366236,0.458366236,0,0,11.97660476,0,79.7726498,3.666929889,0,0,0,0,3226.25,2936.25,3.294772356
"SW-E1",4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.613319996,19.68606323,4.989974944,2.07881329,0.383445037,8.904836115,4.708671401,6.868969896,0.15942111,46.16703806,1.27532062,0,0.16410643,0,0,4434.698988,4547.964587,3.871348924
"SW-E1",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.352244674,9.134280289,2.316739311,3.186575612,0.848130545,5.435127071,6.137804592,10.85048519,0,57.23924961,0.399053479,0,0.100267614,0,0,4565.232759,4640.060345,4.106307476
"SW-E1",3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.658239962,22.58106329,5.13026097,2.581210422,0.507610982,9.363898043,5.357321647,6.799231393,0.116119446,40.9887059,0.714632705,0,0.201681144,0,0,4946.339829,4952.958587,3.706482372
"SW-E1",2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.827357885,19.95473612,3.863983207,2.75709371,0.64699398,9.132034693,4.668380867,7.56456821,0,43.94652714,0.554954051,0,0.083339316,0,0,5046.458239,5054.137698,3.727715032
"SW-E1",2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.757893558,12.4977169,2.628017094,3.076385258,0.811166771,5.741723458,5.845877712,9.655325894,0,52.23593447,0.625427694,0,0.124494533,0,0,4804.635135,4854.89527,3.991302525
"SW-E1",2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.989663981,15.85342333,3.211757914,3.052264472,0.761129179,8.277775696,5.278721313,8.260022591,0,47.705575,0.508786522,0,0.100840572,0,0,4945.762803,4983.797844,3.817557074
"SW-E1",3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.629747254,22.71577756,4.378399094,2.831587922,0.615597966,9.205012504,4.577935893,6.975548698,0.018699501,41.34507585,0.611154981,0,0.095433667,0,0,5089.816135,5086.93621,3.731760348
"SW-E10",3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114032838,2.003482103,1.282931708,0.704684066,0.190606248,3.576411173,3.166902541,10.39288232,0,76.00976678,0.628040695,0.151778776,0.778455645,0,0,3954.41841,3429.645746,4.031634849
"SW-E10",1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687549354,0,6.473460177,0,89.25790304,3.58098622,0,0,0,0,3807.322034,2787.762712,4.308151709
"SW-E10",3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973426145,1.860621868,1.291534122,0.605223041,0.143699176,3.6426336,3.163286279,9.533314432,0,77.32666706,0.496728198,0.092215692,0.870624626,0,0,3904.236629,3397.661264,4.070237258
"SW-E10",5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.693403656,3.683171137,1.778799141,0.850948666,0.470154079,4.490320612,4.464729203,11.28765607,0,68.77974005,0.637129068,1.273681451,0.590248544,0,0,4151.95082,3674.795082,4.049697091
"SW-E10",1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399903632,1.045400979,0.570344856,0.654906622,0.063661977,1.018591636,2.008589901,13.3201333,0,77.93869741,2.228169203,0,0.751538395,0,0,4108,3249.55303,3.9920099
"SW-E10",1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449011823,0.999161061,0.872105791,0.65617575,0.084189717,1.625913753,2.626938757,16.10424706,0,74.02396356,1.637022272,0,0.921200278,0,0,4181.497238,3443.790055,3.735196644
"SW-E10",1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013576014,0.230899225,0.342623807,0.155576923,0.048065252,1.107067254,0.699017643,9.016424894,0,85.30559225,3.050329055,0,0.030765804,0,0,3984.489362,2988.446809,4.223841722
"SW-E10",750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222309963,0,8.581346938,0,83.83000679,6.366197724,0,0,0,0,3696.454545,2886.636364,3.9831881
"SW-E10",4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.273854445,2.502068237,1.286584703,0.765483419,0.349639331,3.572217737,4.727755433,12.1104181,0,71.77676783,0.799895254,0.239381628,0.595911286,0,0,4071.834119,3564.626767,3.978245771
"SW-E10",4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431758802,2.560059588,1.358328446,0.781875047,0.462063779,3.71448664,4.615836719,11.8872839,0,71.38875124,0.717258277,0.502203404,0.580072073,0,0,4075.986532,3569.180976,4.019265941
"SW-E10",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.750197417,0,8.569974279,0,83.28169381,5.397936048,0,0,0,0,3678.866667,2808,3.531465605
"SW-E10",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53667406,1.129093126,1.013482497,0.664921962,0.071619724,2.423543359,2.914820805,15.02611923,0,74.04246016,1.253345177,0,0.923894445,0,0,4150.090129,3497.695279,3.733472367
"SW-E10",2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679697581,1.321598839,0.987926593,0.646831701,0.097148257,3.038780683,3.177812715,13.96352576,0,74.27665224,0.990297424,0,0.819667683,0,0,4100.766892,3473.375,3.819274413
"SW-E10",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.64468646,0,75.35505133,0,0,0,0,0,3355.666667,2256.333333,2.914539148
"SW-E10",4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54729752,2.962616528,1.459207908,0.836500336,0.479955341,4.027333132,4.569414154,11.65901372,0,70.30851519,0.675050363,0.909195225,0.565882949,0,0,4108.902568,3613.643505,4.053029596
"SW-E10",2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877903867,1.927654779,1.149755846,0.71029476,0.162890481,3.548445386,3.123742028,10.29674279,0,76.46066211,0.662926375,0,1.078943703,0,0,3942.097506,3374.442177,4.007096513
"SW-E10",3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949112304,1.952700071,1.174218615,0.611154981,0.136873251,3.633484052,2.862453896,9.727707408,0,77.31974024,0.56685347,0.043902321,1.021774735,0,0,3887.518939,3365.136364,4.05271274
"SW-E10",3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.128431942,2.11829707,1.24932439,0.650935103,0.212120461,3.544014938,3.984487297,11.99059806,0,73.69268677,0.561453854,0.183129835,0.684493579,0,0,4013.625455,3485.82303,3.990581454
"SW-E10",4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.121159498,2.289959102,1.277032787,0.731130643,0.268228802,3.480207128,4.623074755,12.2737305,0,72.5109053,0.608541475,0.206035906,0.609970559,0,0,4040.450374,3542.966916,3.97367772
"SW-E10",2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804308638,1.58877753,1.042056308,0.649410584,0.128286659,3.114740029,3.549333515,12.0109138,0,75.4767196,0.802140913,0,0.833293981,0,0,3989.040872,3394.645777,3.9062629
"SW-E2",750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60719406,57.78774635,0.109586044,0,0,0.971582672,0,0,15.52375795,0,0,0,0,0,0,7905.09375,7097.8125,0.976667562
"SW-E2",1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.80644667,49.0633444,0.869987687,0,0,6.50619764,0,0.288047043,23.2458509,0,0.220018292,0,0,0,0,7839.779661,6944.423729,0.980797387
"SW-E2",1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3709414,43.17782232,0.941100015,0,0,8.531342838,0,0.403362288,26.38602319,0,3.189337225,0,0,0,0,7794.769231,6902.56044,0.913836313
"SW-E2",5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.47296424,42.77922626,4.090779443,0.59505343,0.024168165,15.26881988,0.36520447,1.628375106,12.07747321,9.094183257,1.603734344,0,0,0,0,7239.25513,6624.55814,2.340741263
"SW-E2",1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.54802833,41.05449418,1.076333453,0,0,9.602629094,0,0.356507073,27.99778217,0,3.364163146,0,0,0,0,7762.225564,6856.571429,0.963466764
"SW-E2",4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.38658877,45.73842901,3.639504499,0.549867967,0.021220659,14.8466937,0.280846837,1.468171925,12.66978098,5.860824864,1.538050092,0,0,0,0,7452.830666,6815.110362,2.093643515
"SW-E2",4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9079974,44.22185039,3.912449339,0.568947958,0.022039044,15.26870709,0.37374741,1.631207926,12.25115918,7.207446296,1.634430693,0,0,0,0,7349.954649,6728.823129,2.213061846
"SW-E2",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.91657934,52.23887057,0.114591559,0,0,0,0,0,16.72983691,0,0,0,0,0,0,8012.375,7202.375,0.997091401
"SW-E2",4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.18852983,48.9868539,3.386457742,0.4387105,0.020066306,12.75953755,0.089185813,1.233270806,14.15729268,3.214179809,1.525893457,0,0,0,0,7643.33049,6999.464819,1.8106525
"SW-E2",4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.83614025,47.52611737,3.463325248,0.51601629,0.020694411,14.00522793,0.21650616,1.366552871,13.21038789,4.386391315,1.452621026,0,0,0,0,7552.796802,6917.682973,1.956033024
"SW-E2",3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0732036,50.354777,2.925271467,0.313262553,0.012333022,10.15869911,0,1.047272483,16.51178392,1.849038243,1.754334587,0,0,0,0,7723.072423,7050.706128,1.598538513
"SW-E2",3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.43054298,50.27601476,2.681274379,0.306884943,0.00799733,9.855680586,0,1.078439606,17.36943359,1.116508473,1.877196076,0,0,0,0,7740.778675,7067.927302,1.514031271
"SW-E2",2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.59046947,47.81345841,1.917731843,0.073564951,0.011317685,10.50065279,0,0.364863228,18.99011914,0,2.737782624,0,0,0,0,7793.537162,6988.591216,1.279908499
"SW-E2",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78698696,53.4205804,0,0,0,0,0,0,9.791982498,0,0,0,0,0,0,8076.25,7196.5,1.054127613
"SW-E2",1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5678433,43.31251103,1.424666167,0.015748989,0,9.997391898,0,0.327404454,25.2777655,0,3.076623136,0,0,0,0,7762.166667,6885.688889,1.095858395
"SW-E2",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.43885031,45.48181799,1.730466005,0.085943669,0.014323945,10.43901338,0,0.297647121,21.48689256,0,3.024990321,0,0,0,0,7780.659483,6938.715517,1.218979834
"SW-E2",2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.34056124,48.97169575,2.437414192,0.248494354,0.007576301,10.89461898,0,0.881936314,17.9255935,0.000165169,2.291912436,0,0,0,0,7777.281532,7049.743243,1.388601159
"SW-E2",3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.54385307,49.91739761,3.172141088,0.376525343,0.014260283,11.29394628,0,1.104412929,15.53121749,2.427836015,1.618387963,0,0,0,0,7692.309927,7044.533898,1.700901161
