"site","radius","bpsdl","cultivation","disturbedvegetation","harvestareas","industrial_sites","landfill","mine_sites","othervegsurfacesrecreation","pipelines","railways","reservoirs","residential_areas","roads","seismiclines","transmissionlines","verge","wellsites","wind_gen_facilities","dense_conifer","moderate_conifer","open_conifer","mixed","broadleaf","treed_wetland","shrub","herb","open_wetland","barren","water","shadow_or_no_data","snow_or_ice","regeneration","cloud_or_no_data","mean_ndvi_2008","mean_ndvi_2012","mean_tri"
"SW-S18",3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014500505995816,0,0,0,0,7.033279181,19.47535009,2.743175114,3.932703732,1.401821338,5.11479634,3.849612283,14.8692547,0,41.24867633,0.280371504,0,0.050929582,0,0,6475.053232,6180.520913,2.501835753
"SW-S18",750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.056848588,3.168181963,2.000788581,4.003433004,1.292150693,1.375098708,12.73311822,38.02237921,0,35.34785122,0,0,0,0,0,7131.088235,6961.382353,2.562855788
"SW-S18",1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.711411414,6.313181898,2.51644722,5.835189991,1.65005901,0.773493023,10.58533003,31.81165046,0,35.80316335,0,0,0,0,0,7067.827586,6797.586207,2.39700901
"SW-S18",3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013012966442206,0,0,0,0,6.706548015,22.60459676,3.198350013,3.918585168,1.659417731,6.731032969,3.813592229,14.03325648,0,36.71233625,0.58484195,0,0.037417652,0,0,6644.925874,6361.039161,2.491329403
"SW-S18",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976771487,2.714351535,1.561676006,0.833667287,3.093972094,11.57048302,44.81864741,0,34.43020666,0,0,0,0,0,7080,6933.5,2.726733779
"SW-S18",4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009963004668139,0,0,0,0,7.565865063,24.69243686,3.510672454,4.491871281,1.802387676,8.047382742,3.482380391,12.74364274,0,33.00530534,0.616852161,0,0.041181342,0,0,6751.313369,6435.79893,2.570803327
"SW-S18",3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011335710178244,0,0,0,0,6.742851899,23.47141477,3.387950497,4.279653781,1.816437351,7.719581024,3.657844506,13.79545602,0,34.43289003,0.663302136,0,0.032594932,0,0,6716.98063,6417.066586,2.510711368
"SW-S2",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45935442,20.47674103,4.372117174,1.547961145,0.272154953,1.102943756,3.69802696,9.345389635,0,38.3180752,0,0,6.407189059,0,0,4743.161702,4693.47234,3.640238194
"SW-S2",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114591559,7.684471213,0.458366236,0.054476763,0,24.24189638,36.82954772,0,30.61645657,0,0,0,0,0,5915.642857,5414.642857,3.110818041
"SW-S2",1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.12317657,19.43855953,4.648469693,1.598765988,0.267296547,1.440579599,4.114797916,10.73554514,0,41.08790909,0,0,3.544846131,0,0,4888.555556,4809.677778,3.695294324
"SW-S2",4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.101402662,19.02487427,7.155443922,2.331113967,0.6701158,2.006405447,5.985020288,6.181827823,0,31.88399195,3.117469263,0,16.54231365,0,0,4067.053869,4057.305766,3.444640214
"SW-S2",1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95755427,15.99349317,4.563370601,1.822254451,0.165011845,0.809753039,6.842247216,17.93983038,0,42.96317476,0,0,0.943235309,0,0,5142.88764,4927.483146,3.78977063
"SW-S2",2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39383769,20.56779445,4.166171448,1.352463339,0.220694854,0.871461733,5.115280565,8.446715411,0,36.86200604,0,0,9.003530835,0,0,4696.432886,4648.255034,3.48320281
"SW-S2",1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.26642717,17.81124962,4.127758966,1.640203524,0.176661498,1.365060879,5.077885455,13.48976076,0,42.92122944,0,0,2.123701021,0,0,5100.846154,4931.523077,3.683583876
"SW-S2",4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.616432972,20.27872663,6.990825321,2.392544921,0.638687422,2.00238421,5.865052921,6.120690745,0,30.90043089,3.272335992,0,15.92186759,0,0,4193.700254,4176.176969,3.467984194
"SW-S2",2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.60181094,22.07191131,3.97591439,1.275704328,0.183346494,0.705884004,6.150639645,7.563670387,0,34.67399087,0.366633865,0,11.43046374,0,0,4579.537838,4499.335135,3.429633192
"SW-S2",750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731239227,4.729295691,7.86252414,1.678905226,0.065143117,0,14.52086733,29.70430485,0,40.70760974,0,0,0,0,0,5510.375,5226.25,3.631166015
"SW-S2",5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.675499315,18.21716267,7.177455192,2.255250628,0.675056297,1.950609629,5.99688426,6.385525609,0,32.76376605,2.876714972,0,17.02605825,0,0,3930.347707,3939.980151,3.442291041
"SW-S2",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.692105,53.25417268,0,6.053236351,0,0,0,0,0,6059,5554.5,2.580609711
"SW-S2",1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.534709648,13.26674128,5.422921543,2.068129557,0.257831008,0,9.6916165,22.78912422,0,42.96709266,0,0,0.001738988,0,0,5552.339286,5235.089286,3.842075591
"SW-S2",3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.774249014,24.4137125,4.548018758,2.089485169,0.465134666,0.757292326,5.438380032,5.781609374,0,32.27767205,1.578461653,0,14.87595935,0,0,4441.29681,4388.270458,3.52990497
"SW-S2",2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.30135721,23.28914431,3.732600528,1.305081574,0.186544733,0.617468566,5.786388748,7.223103566,0,32.56031499,1.262438198,0,13.73552328,0,0,4542.911765,4447.251131,3.419250076
"SW-S2",3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.409727406,24.18666173,3.82614339,1.476817217,0.26267365,0.601912463,5.429175741,6.623824249,0,32.11248696,1.52746375,0,14.54308534,0,0,4489.384181,4412.47646,3.444579579
"SW-S2",3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.476286664,24.38675669,4.254139551,1.731354367,0.366280906,0.710232582,5.454240964,5.98039538,0,32.75366308,1.576342689,0,14.31028368,0,0,4448.752026,4387.256078,3.488328883
"SW-S2",3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.299137782,23.50489514,5.380749901,2.305061134,0.490821522,1.15351245,5.414203954,5.494929646,0,31.83091747,2.000647463,0,15.12509817,0,0,4392.803178,4353.717604,3.550841894
"SW-S2",4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.881232077,22.43789635,6.12008946,2.265044066,0.554799428,1.559825351,5.399562126,5.562353757,0,31.47702562,2.437017018,0,15.30513341,0,0,4365.922092,4329,3.52376251
"SW-S2",4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.216893256,21.60888934,6.503546618,2.313067004,0.553718254,1.847357921,5.539935394,5.900991708,0,31.3027125,2.820856692,0,15.39201069,0,0,4302.839354,4275.578897,3.497151909
"SW-S21",1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516964530913748,0,0,0,0,14.09032069,36.37914112,3.453823158,21.60849081,1.260262686,1.273239545,14.85159497,4.855089802,0,2.227982821,0,0,0,0,0,7700.70229,7690.732824,2.014331903
"SW-S21",4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191506313024243,0,0,0,0,23.00172626,28.07019218,2.779972518,10.61394996,0.534496268,0.304520129,13.72485884,10.73872833,0.046209369,10.08645028,0.038604524,0.060269609,0,0,0,7365.311383,6913.837253,2.865746609
"SW-S21",4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180950052161753,0,0,0,0,23.37735615,28.5248215,2.727567186,10.18914827,0.505016723,0.271624436,13.51787264,10.5669924,0.042441318,10.18376868,0.039611897,0.053759003,0,0,0,7369.729412,6918.636134,2.869178785
"SW-S21",1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518682460328551,0,0,0,0,17.67403944,32.5865515,3.395638922,19.44191525,1.202484347,0.935441298,13.54154448,7.033732452,0,4.188601946,0,0,0,0,0,7641.469613,7472.187845,2.185566871
"SW-S21",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460502226301958,0,0,0,0,18.50220422,29.76452744,2.974213645,16.10104399,0.971409362,0.802140913,13.89685578,9.953682747,0,7.033874053,0,0,0,0,0,7523.23176,7313.579399,2.363330179
"SW-S21",4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203322150556012,0,0,0,0,22.48004317,28.27238318,2.848211493,10.90498508,0.558078101,0.343774677,13.77557464,10.81729259,0,9.931596016,0,0.068038738,0,0,0,7372.822529,6926.767269,2.856183242
"SW-S21",1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299310051402725,0,0,0,0,7.484373472,37.27338959,2.36593656,27.71453139,1.521338923,2.864788976,15.54648154,4.52381617,0,0.70525106,0,0,0,0,0,7794.508475,7746.728814,1.697920445
"SW-S21",1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409507340333086,0,0,0,0,11.12495694,37.83864536,2.778777526,23.52691332,1.265090812,1.833464944,15.81692977,4.439699711,0,1.375447675,0,0,0,0,0,7773.860215,7762.741935,1.803092597
"SW-S21",4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174839684918406,0,0,0,0,24.311254,28.78285463,2.662772671,10.06749319,0.480549864,0.243784813,13.30183971,9.994378199,0.097875184,9.97337819,0.035551952,0.048249077,0,0,0,7385.53991,6930.213855,2.860668365
"SW-S21",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232585127328066,0,0,0,0,0,32.35717454,1.424753054,35.69949015,0.447640347,8.869697392,21.20099956,0,0,0,0,0,0,0,0,7857.6,7829.2,1.079605256
"SW-S21",2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43830311929048,0,0,0,0,18.43133931,28.42494231,2.973666903,14.37471898,0.816302698,0.633790351,14.883386,11.59369758,0,7.868116319,0,0,0,0,0,7425.901695,7151.311864,2.438398589
"SW-S21",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59593705,1.269963675,30.18996635,0,7.521692107,30.42200765,0,0,0,0,0,0,0,0,7746,7952.5,0.674215966
"SW-S21",2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388028862666966,0,0,0,0,19.11791797,28.29456731,2.814411625,13.47915337,0.682965692,0.513370184,14.1808594,11.91027427,0,9.006441968,0,0,0,0,0,7402.476712,7073.260274,2.533498324
"SW-S21",2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336676460318562,0,0,0,0,19.6378962,28.66083503,2.633886951,12.12314897,0.621342465,0.42427288,13.99974867,12.10542652,0,9.793407901,0,0,0,0,0,7388.056689,7006.235828,2.603956609
"SW-S21",3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294205407905166,0,0,0,0,20.12416497,27.82501905,2.685490217,11.55801896,0.558650839,0.40830519,14.19047239,13.10673462,0,9.543116049,0,0,0,0,0,7384.675522,6985.781784,2.67064205
"SW-S21",3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261071153451267,0,0,0,0,20.83508162,27.55255285,2.850466515,11.76384029,0.656967518,0.44273053,14.60861801,12.27921308,0,9.010503746,0,0,0,0,0,7394.846029,6985.698541,2.72349207
"SW-S21",3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248662283341729,0,0,0,0,21.8606386,27.33892491,2.807900306,11.86602505,0.660019356,0.448925011,14.17320845,11.87365027,0,8.905939672,0,0.064742342,0,0,0,7400.346314,6986.510431,2.765585176
"SW-S21",3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225324188600524,0,0,0,0,22.09561346,27.74262861,2.789395865,11.42662788,0.602909629,0.391139188,14.05033706,11.3633408,0,9.460569982,0,0.077412964,0,0,0,7391.822384,6962.956204,2.805146881
"SW-S21",5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179098689179356,0,0,0,0,24.77978601,29.75727507,2.621456484,9.753452533,0.511319344,0.220015793,13.01231229,9.646228967,0.090527332,9.474519395,0.032085637,0.101003909,0,0,0,7400.937884,6960.553584,2.826660519
"SW-S21",750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261843206693017,0,0,0,0,2.917179534,33.74591237,1.478851941,34.49460178,1.280122407,5.092958179,18.02774175,2.962511869,0,0,0,0,0,0,0,7840.117647,7787.705882,1.527222502
"SW-S22",2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339025927977592,0,0,0,0,21.47464275,76.44524141,0.315879045,0.905149937,0.011317685,0,0.448208121,0.399520674,0,0,0,0,0,0,0,7897.424242,7537.346801,1.759764443
"SW-S22",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673274012860253,0,0,0,0,1.051365014,98.94814124,0,0,0,0,0,0,0,0,0,0,0,0,0,7646.5,7556.75,1.240221645
"SW-S22",2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280082012013376,0,0,0,0,21.08599909,74.41546194,0.574749962,1.853256987,0.064398562,0,1.053640874,0.935508418,0,0.016951007,0,0,0,0,0,7832.630045,7518.076233,1.838987619
"SW-S22",3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305535676408104,0,0,0,0,20.56717083,72.37293799,0.67113323,2.490329294,0.081725252,0,2.851382851,0.869801042,0,0.095492966,0,0,0,0,0,7815.570342,7483.638783,1.857224636
"SW-S22",2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304964731381729,0,0,0,0,21.54063667,75.03307828,0.490803807,1.234470298,0.035200663,0,0.966224019,0.699551018,0,0,0,0,0,0,0,7862.453552,7528.420765,1.808512064
"SW-S22",1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417920719167736,0,0,0,0,19.69883801,78.11236976,0.318050041,0.841707783,0,0,0.692226561,0.336758867,0,0,0,0,0,0,0,7946.954802,7538.79661,1.697355774
"SW-S22",1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720569370120839,0,0,0,0,15.88671375,81.81704095,0.522554477,0.742254652,0,0,0,1.031324031,0,0,0,0,0,0,0,7786.913793,7556.793103,1.675015993
"SW-S22",1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591062915035248,0,0,0,0,20.40226826,77.76388027,0.348358339,0.550039483,0,0,0.275322556,0.66004738,0,0,0,0,0,0,0,7855.2,7549.688889,1.682448553
"SW-S22",1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485051596768175,0,0,0,0,21.2595025,76.48830367,0.353415708,0.740132752,0,0,0.700220197,0.458366236,0,0,0,0,0,0,0,7926.893939,7541.083333,1.705774585
"SW-S22",3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327215826538282,0,0,0,0,20.24874352,70.77625512,1.060510826,3.072750174,0.162151658,0,3.421767602,1.121506948,0,0.136290094,0,0,0,0,0,7792.083333,7423.309295,1.891472485
"SW-S22",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384659293728285,0,0,0,0,20.29756541,77.68572659,0.26499298,0.949526493,0.014323945,0,0.52998596,0.257831008,0,0,0,0,0,0,0,7930.344681,7540.629787,1.725024602
"SW-S22",5000,0.002302050031364,0,0,0,0,0,0,0,0.154227436056605,0,0,0,0.034151331853615,0.358385666068855,0,0.163321496363139,0.154935451921632,0,21.97742939,61.36965361,1.522716005,3.563612657,0.3078393,0,6.65446592,2.697412963,0.000105377,1.747463586,0,0.159282267,0,0,0,7666.788828,7335.536785,1.886167262
"SW-S22",750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783006815662982,0,0,0,0,18.16134117,79.43063093,0.579627539,0.662084563,0,0,0,1.166187668,0,0,0,0,0,0,0,7654.333333,7570.69697,1.640806405
"SW-S22",4250,0,0,0,0,0,0,0,0,0.105655406737685,0,0,0,0.011968422078088,0.332444248620334,0,0.112959927891837,0.119149942456335,0,21.19437962,65.36109666,1.308337001,3.033916174,0.250252072,0,5.28523416,2.061160473,0,1.470235287,0,0.035366901,0,0,0,7716.271523,7339.589404,1.950922143
"SW-S22",3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315020065791832,0,0,0,0,20.38695626,68.89557591,1.180628136,3.243457258,0.222167308,0,4.279993543,1.397013604,0,0.394182368,0,0,0,0,0,7771.297486,7388.002793,1.923460759
"SW-S22",3750,0,0,0,0,0,0,0,0,0.012678821685747,0,0,0,0.001701318339491,0.305821338081429,0,0.009226122850346,0.03045836855752,0,20.76830005,67.58693628,1.243974665,3.115912267,0.195569594,0,4.572226489,1.822786133,0,0.694269872,0,0,0,0,0,7756.299031,7365.941889,1.942159021
"SW-S22",4000,0,0,0,0,0,0,0,0,0.021675064868563,0,0,0,0.007364579658249,0.319345637143646,0,0.027815176139536,0.092739349820997,0,20.79681938,66.78764527,1.218246944,3.025452057,0.248033004,0,4.899251963,1.946904432,0,1.077625696,0,0,0,0,0,7737.796592,7348.551651,1.964434732
"SW-S22",4500,0,0,0,0,0,0,0,0,0.111681315827331,0,0,0,0.018257269242617,0.36256175497339,0,0.132766140072306,0.135855927523178,0,21.21369573,63.70531543,1.393723481,3.355316179,0.301417517,0,5.704561989,2.477682227,0,1.755524048,0,0.092742415,0,0,0,7694.83165,7333.714646,1.931145114
"SW-S22",4750,0.000209640467828,0,0,0,0,0,0,0,0.125700749273431,0,0,0,0.027863785903102,0.353136648629133,0,0.146167443532503,0.141350461116851,0,21.30340502,62.40943654,1.509879644,3.513365719,0.327640491,0,6.280037231,2.687829391,0,1.803703763,0,0.164683409,0,0,0,7683.697199,7331.174111,1.905371488
"SW-S22",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682874871423287,0,0,0,0,16.83944199,82.75699719,0,0.403329371,0,0,0,0,0,0,0,0,0,0,0,7637.428571,7551.214286,1.565834062
"SW-S23",1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43863923,77.23182801,6.157502648,0.688490108,0.10604367,0,3.958690717,0,0,0.41872782,0,0,0,0,0,7399.766917,7340.962406,1.566270559
"SW-S23",4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41553007,47.02796688,12.81125384,2.221103144,0.306477163,0.394884772,5.182817191,4.756170571,0,12.16895849,0.679924219,0,0.034892931,0,0,6914.20283,6641.901887,2.320109734
"SW-S23",4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.81040235,45.03023034,13.73593857,2.43769839,0.313778702,0.589395323,5.791921617,5.463100656,0,12.07108436,0.661082659,0,0.031123633,0,0,6895.898905,6642.648694,2.321512657
"SW-S23",1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25329297,76.35933083,5.964240912,1.01311042,0.154771899,0,3.966059218,0,0,0.94214163,0.347000334,0,0,0,0,7353.318436,7363.162011,1.732114069
"SW-S23",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95534861,73.87155308,6.560063444,0.911162845,0.143239449,0,3.923230544,0.013618553,0,2.077427332,0.544309905,0,0,0,0,7334.106383,7338.514894,1.886432835
"SW-S23",4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07099635,49.16190051,11.5877175,2.172086153,0.32159204,0.153749968,5.165129035,4.096078718,0,11.6800373,0.551297604,0,0.039390848,0,0,6918.396146,6644.991435,2.315924819
"SW-S23",1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.251016235,82.52933856,4.885730583,0.085943669,0,0,7.247916108,0,0,0,0,0,0,0,0,7477.542373,7288.881356,1.215780941
"SW-S23",1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54192188,78.90039496,5.347599603,0.328911731,0,0,4.720203601,0,0,0.160882521,0,0,0,0,0,7431.290323,7276.16129,1.371683923
"SW-S23",4750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.12017971,43.68981272,14.28461605,2.492008218,0.332006273,0.790394204,6.128164008,6.051198226,0,12.28586107,0.67919382,0,0.027933676,0,0,6859.441755,6628.460666,2.331362262
"SW-S23",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495176434,84.88342677,6.302535746,0.114591559,0,0,7.204051047,0,0,0,0,0,0,0,0,7445.928571,7481.642857,1.27262873
"SW-S23",2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58309172,70.40856676,7.403199512,1.099244535,0.130153376,0,3.609836924,0.124494533,0,3.14769506,0.493678158,0,0,0,0,7272.101695,7232.711864,2.016005548
"SW-S23",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136072816,89.1573514,6.673837939,0.022055442,0,0,3.010325135,0,0,0,0,0,0,0,0,7403,7982,1.051164983
"SW-S23",2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.50987991,66.22887769,8.490620258,1.514033151,0.191536374,0,3.848809998,0.175294873,0,4.468463268,0.503694918,0,0.068754935,0,0,7249.008219,7143.024658,2.107729492
"SW-S23",2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0396672,62.23386371,8.820437587,1.630960424,0.268380453,0,3.933682795,0.591610187,0,6.751935928,0.672608622,0,0.056822261,0,0,7124.679458,6979.297968,2.170452405
"SW-S23",3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.40222592,58.54615874,9.477615625,1.664511519,0.329218979,0,3.929619415,1.249780339,0,8.700556552,0.652535267,0,0.047746483,0,0,7036.096408,6871.827977,2.237386026
"SW-S23",3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82416608,55.45676526,9.84948763,1.850911454,0.330093968,0,4.668382515,1.43184711,0,9.991628009,0.556006381,0,0.040683394,0,0,6942.757674,6748.50727,2.29431964
"SW-S23",3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88824057,53.09070593,10.06842417,1.991473186,0.351082886,0,5.372584544,1.811734974,0,10.89486483,0.479413665,0,0.051449271,0,0,6917.135664,6688.208392,2.324693154
"SW-S23",3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.61091832,51.22062987,10.80107686,2.032546146,0.333699872,0.001213754,5.242927976,2.771349276,0,11.52291067,0.417885871,0,0.044818032,0,0,6903.74665,6647.077954,2.328565039
"SW-S23",750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.383227333,85.25575093,5.359415576,0.101199532,0,0,7.900269121,0,0,0,0,0,0,0,0,7513.6875,7278,1.177455223
"SW-S23",5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94923538,42.10905458,14.44009875,2.598900125,0.340808524,1.056740404,6.297755316,6.797508716,0,12.5312104,0.623234803,0,0.025210143,0,0,6814.402873,6605.549248,2.34427289
"SW-S24",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.301710658,6.50716332,4.84273798,0,34.6666355,11.0015041,20.22738572,0,13.45241816,0,0,0,0,0,5334.75,5368.25,1.786721628
"SW-S24",2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003823971,14.65580342,3.034338311,1.944456982,0.442101958,8.18531588,1.409195899,7.517193042,0.352942002,60.94948366,0.505311777,0,0,0,0,3021.882192,3363.558904,4.244603957
"SW-S24",2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883414257,12.29405257,2.625974498,1.862525674,0.390460127,8.77006746,1.461109532,7.101675777,0.435730866,63.92595918,0.248989067,0,0,0,0,2791.133779,3144.461538,4.377495848
"SW-S24",1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.486430794,2.640916833,0.988870489,0.134475292,10.07411595,1.487440715,13.06275477,0,67.42818928,0.696716679,0,0,0,0,2099.593407,2331.703297,5.003502807
"SW-S24",2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275408709,15.93259213,3.193280878,2.230411818,0.477504664,8.256865549,1.747308378,8.250042395,0.343837477,57.39863067,0.894087175,0,0,0,0,3294.466216,3634.84009,4.087388714
"SW-S24",1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038954343,6.278164825,2.712925012,1.847269825,0.326883556,9.844681736,1.220292574,9.067882386,0.635335366,67.61597764,0.411594171,0,0,0,0,2355.144444,2644.555556,4.755827348
"SW-S24",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439776811,9.256375741,2.469742346,1.898417967,0.443551587,9.325918025,1.220906728,7.819455359,0.551471878,66.25920281,0.315126787,0,0,0,0,2508.012766,2876.119149,4.542567411
"SW-S24",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.243389559,6.648541168,2.40642274,0,20.89712321,4.125296125,16.1983024,0,42.26540817,3.215327767,0,0,0,0,3462.714286,3102.785714,3.51236561
"SW-S24",1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.381718056,2.600649447,1.554694404,0.2801127,10.27157146,1.219410995,10.9842999,0,68.14726092,0.5602254,0,0,0,0,2238.192308,2461.1,4.89898132
"SW-S24",750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.674124203,4.536868105,1.069521218,0,14.49647843,2.220545753,12.50113475,0,59.56588931,1.935324108,0,0,0,0,2356.5625,2471.0625,4.70971259
"SW-S24",3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.497774129,16.08130525,4.271887138,2.572132332,0.482048605,8.637857621,2.260986226,9.413348067,0.368729309,53.63086032,0.78304232,0,0,0,0,3517.357414,3853.279468,3.965008304
